Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2019-01-07,AIC Monitor is a Beijing-based equipment maintenance and operation solution provider.,AIC Monitor,https://www.crunchbase.com/organization/aic-monitor,"Enterprise, Information Technology, Internet, Internet of Things, Manufacturing, Sensor, Software","Beijing, Beijing, China, Asia",Series A - AIC Monitor,https://www.crunchbase.com/funding_round/aic-monitor-series-a--d835376a,2,"QF Capital, Yinxinggu Capital",Early Stage Venture,QF Capital,Series A,1,3000000,USD,3000000,,,,3000000,USD,3000000,Yes,,http://aicmonitor.com/,,Early Stage Venture,1,"263,196"
2019-02-18,Chenzhi is an educational service provider.,Chenzhi,https://www.crunchbase.com/organization/chenzhi,"Education, SaaS, Software","Xian Shi, Shaanxi, China, Asia",Seed Round - Chenzhi,https://www.crunchbase.com/funding_round/chenzhi-seed--19618bf5,3,"Cambrian Venture Capital, Luoyang Donglin Venture Capital, Shengyin Investment",Seed,Luoyang Donglin Venture Capital,Seed,1,,,,,,,,,,Yes,,http://www.91chenzhi.cn/,,Seed,,"263,731"
2018-12-27,Putao ABC developes intelligent interactive English learning products for children aged 4-12 as the entry point.,Putao ABC,https://www.crunchbase.com/organization/putao-abc,"E-Learning, Education","Beijing, Beijing, China, Asia",Venture Round - Putao ABC,https://www.crunchbase.com/funding_round/putao-abc-series-unknown--574ac627,2,"Lightspeed China Partners, Shanghai Putao Technology",,Lightspeed China Partners,Venture - Series Unknown,1,21000000,USD,21000000,,,,21000000,USD,21000000,Yes,,https://www.putaoabc.com,,,1,"263,200"
2019-01-03,SunPig operates O2O fitness platform in China.,SunPig,https://www.crunchbase.com/organization/sunpig,"Fitness, Sports, Training","Beijing, Beijing, China, Asia",Series A - SunPig,https://www.crunchbase.com/funding_round/sunpig-series-a--6b95811e,3,"1898 Venture Capital, China Capital Management, Tongren Boda",Early Stage Venture,China Capital Management,Series A,1,7420000,USD,7420000,,,,7420000,USD,7420000,Yes,,http://www.sunpig.cn/,$1M to $10M,Early Stage Venture,,"263,684"
2019-01-21,ChainDesk is a blockchain education platform focusing on the research and development of underlying technologies and training programs.,ChainDesk,https://www.crunchbase.com/organization/chaindesk,Blockchain,"Beijing, Beijing, China, Asia",Seed Round - ChainDesk,https://www.crunchbase.com/funding_round/chaindesk-seed--1df55b5c,3,"Keda Jurong, Lianshi Investment Management, Youma Yuanchuang",Seed,Keda Jurong,Seed,1,1473000,USD,1473000,,,,1473000,USD,1473000,Yes,,https://chaindesk.cn/,,Seed,,"263,324"
2018-12-25,Crystal Pharmatech is a solid-state drug development firm.,Crystal Pharmatech,https://www.crunchbase.com/organization/crystal-pharmatech,Health Care,"Suzhou, Jiangsu, China, Asia",Series A - Crystal Pharmatech,https://www.crunchbase.com/funding_round/crystal-pharmatech-series-a--64abcd10,3,"Cowin Capital, Oriza Holdings, Shiyu Capital",Early Stage Venture,Shiyu Capital,Series A,1,14520000,USD,14520000,,,,14520000,USD,14520000,Yes,,http://www.crystalpharmatech.com.cn/,,Early Stage Venture,,"264,599"
2019-03-08,YIQI Exchange is a provider of electric vehicle replacement solutions.,YIQI Exchange,https://www.crunchbase.com/organization/yiqi-exchange,"Space Travel, Transportation","Suzhou, Jiangsu, China, Asia",Series B - YIQI Exchange,https://www.crunchbase.com/funding_round/yiqi-exchange-series-b--b0e0a681,3,"Cathay Innovation, NIO Capital, Tencent",Early Stage Venture,Tencent,Series B,2,,,,,,,,,,Yes,,http://huandianwang.com/,,Early Stage Venture,,"263,385"
2019-01-11,Yunduo Classroom is a SaaS service provider in the education industry that offers online education courses for independent brands.,Yunduo Classroom,https://www.crunchbase.com/organization/yunduo-classroom,"E-Learning, EdTech, Education, SaaS","Beijing, Beijing, China, Asia",Series B - Yunduo Classroom,https://www.crunchbase.com/funding_round/yunduo-classroom-series-b--5d33ecae,3,"Flyfot Ventures, Oriental Fortune Capital, Toutoushidao Capital",Early Stage Venture,Oriental Fortune Capital,Series B,2,14800000,USD,14800000,,,,14800000,USD,14800000,Yes,,http://www.yunduoketang.com/,$10M to $50M,Early Stage Venture,,"264,661"
2019-03-20,Mengmei is a medical service organization founded by 6 doctors of American Dream Beauty HRC.,Mengmei,https://www.crunchbase.com/organization/mengmei,"Beauty, Health Care, Medical","Beijing, Beijing, China, Asia",Series A - Mengmei,https://www.crunchbase.com/funding_round/mengmei-series-a--855778e4,3,"Blued, CDH Investments, NewBeeVC",Early Stage Venture,CDH Investments,Series A,1,100000000,CNY,14937635,,,,100000000,CNY,14937635,Yes,,http://www.mengmei.org,$1M to $10M,Early Stage Venture,,"263,779"
2019-02-28,ZBT Community is a gaming digital asset community.,ZBT Community,https://www.crunchbase.com/organization/zbt-community,Gaming,"Hangzhou, Zhejiang, China, Asia",Seed Round - ZBT Community,https://www.crunchbase.com/funding_round/zbt-community-seed--b8fda315,3,"Edge Ventures, Xu Hanjie, ZJU Joint Innovation Investment",Seed,Edge Ventures,Seed,1,50000000,CNY,7469438,,,,50000000,CNY,7469438,Yes,,https://www.zbt.com,,Seed,,"263,780"
2019-02-19,"Vincross is a technology company that designs, develops, and sells consumer robotics.",Vincross,https://www.crunchbase.com/organization/vincross,"Artificial Intelligence (AI), Consumer Electronics, Robotics","Beijing, Beijing, China, Asia",Series A - Vincross,https://www.crunchbase.com/funding_round/vincross-series-a--f69dc8b0,3,"GGV Capital, Lenovo Capital and Incubator Group (LCIG), Seekdource",Early Stage Venture,Lenovo Capital and Incubator Group (LCIG),Series A,3,10000000,USD,10000000,,,,16221533,USD,16221533,Yes,,https://www.vincross.com/,$1M to $10M,Early Stage Venture,,"264,674"
2018-12-18,Qing Lai Jiankang is an O2O physical therapy and massage service platform.,Qing Lai Jiankang,https://www.crunchbase.com/organization/lidashi,Health Care,"Beijing, Beijing, China, Asia",Series B - Qing Lai Jiankang,https://www.crunchbase.com/funding_round/lidashi-series-b--417dd2e3,3,"Horus Capital, Puhua Capital, Zero2IPO Ventures",Early Stage Venture,Zero2IPO Ventures,Series B,4,2900000,USD,2900000,,,,7017865,USD,7017865,Yes,,http://qinglaihealth.com/,,Early Stage Venture,,"264,711"
2019-01-18,Oracle Data Chain is a blockchain databank storage service provider,Oracle Data Chain,https://www.crunchbase.com/organization/oracle-data-chain,Blockchain,"Beijing, Beijing, China, Asia",Angel Round - Oracle Data Chain,https://www.crunchbase.com/funding_round/oracle-data-chain-angel--784bf894,3,"Mingshengda Capital, Node Capital, SCG Holdings",Seed,SCG Holdings,Angel,1,1480000,USD,1480000,,,,1480000,USD,1480000,Yes,,https://www.orachain.top,,Seed,,"263,392"
2018-12-03,Xuanhaohuo is an E-commerce company.,Xuanhaohuo,https://www.crunchbase.com/organization/xuanhaohuo,E-Commerce,"Suzhou, Jiangsu, China, Asia",Series A - Xuanhaohuo,https://www.crunchbase.com/funding_round/xuanhaohuo-series-a--610726b2,3,"Edge Ventures, Gaorong Capital, Peeli Ventures",Early Stage Venture,Edge Ventures,Series A,2,2910000,USD,2910000,,,,5802682,USD,5802682,Yes,,https://www.preqin.com/data/profile/asset/xuanhaohuo/302123,,Early Stage Venture,,"264,157"
2019-02-27,Youdao College is a provider of IT education and rail transit education practical teaching solutions.,Yoodao,https://www.crunchbase.com/organization/youdao-college,Education,"Haidian, Beijing, China, Asia",Series A - Yoodao,https://www.crunchbase.com/funding_round/youdao-college-series-a--982bc6ce,3,"Ryan Fund, Sihong Capital, Taihe Capital",Early Stage Venture,Taihe Capital,Series A,1,,,,,,,,,,Yes,,http://www.yoodao.com.cn/,,Early Stage Venture,,"264,329"
2018-12-31,Zhuhai Yunzhou Intelligence Technology Ltd. manufactures and markets unmanned surface vehicles (USV) for the water monitoring industry.,Yunzhou Intelligence Technology,https://www.crunchbase.com/organization/yunzhou-intelligence-technology,"Manufacturing, Robotics","Zhuhai, Guangdong, China, Asia",Series C - Yunzhou Intelligence Technology,https://www.crunchbase.com/funding_round/yunzhou-intelligence-technology-series-c--91e22b40,3,"BOC & Utrust Private Equity Fund Management, Huajin Financial International Holdings, Qianhai Wutong Mergers and Acquisitions Funds",Late Stage Venture,Huajin Financial International Holdings,Series C,4,400000000,CNY,58151681,,,,568000000,CNY,84218433,Yes,,http://www.yunzhou-tech.com/,$1M to $10M,Late Stage Venture,,"264,247"
2018-12-24,Online salary payment solution provider based in Shanghai.,Xintairuan,https://www.crunchbase.com/organization/xintairuan,"Financial Services, Internet, Payments","Shanghai, Shanghai, China, Asia",Series A - Xintairuan,https://www.crunchbase.com/funding_round/xintairuan-series-a--3e5d9cd7,3,"Cowin Capital, Hongjiao Capital, Wuxi Gaode Venture Capital Management",Early Stage Venture,Cowin Capital,Series A,3,5800000,USD,5800000,,,,25920000,USD,25920000,Yes,,https://www.51xtr.com/,,Early Stage Venture,,"264,390"
2018-12-18,GenomiCare Biotechnology is a Chinese precision cancer medicine service company,GenomiCare Biotechnology,https://www.crunchbase.com/organization/genomicare-biotechnology,"Biotechnology, Health Care","Shanghai, Shanghai, China, Asia",Series A - GenomiCare Biotechnology,https://www.crunchbase.com/funding_round/genomicare-biotechnology-series-a--8b96357c,3,"General Oriental, GP Healthcare Capital, Trustbridge Partners",Early Stage Venture,Trustbridge Partners,Series A,2,30000000,USD,30000000,,,,30000000,USD,30000000,Yes,,http://www.genomicarebio.com/,,Early Stage Venture,,"264,806"
2018-12-24,Guxiaojiu is a Chinese liquor brand specializing in wine.,Guxiaojiu,https://www.crunchbase.com/organization/guxiaojiu,"Brand Marketing, Food and Beverage, Wine And Spirits, Winery","Chengdu, Sichuan, China, Asia",Series A - Guxiaojiu,https://www.crunchbase.com/funding_round/guxiaojiu-series-a--7e5cf76a,3,"Bojiang Capital, Shuai Wang, Zhongjin Huicai",Early Stage Venture,Bojiang Capital,Series A,2,9140000,USD,9140000,,,,13340000,USD,13340000,Yes,,http://www.guxiaojiu.com,$1M to $10M,Early Stage Venture,,"264,827"
2018-12-06,AIQI Technology specialized in research & development in the field of artificial intelligent and robotic technology.,AIQI Technology,https://www.crunchbase.com/organization/beijing-aiqi-technology-co,"Artificial Intelligence (AI), Machine Learning, Robotics","Beijing, Beijing, China, Asia",Series B - AIQI Technology,https://www.crunchbase.com/funding_round/beijing-aiqi-technology-co-series-b--a63e7404,3,"First Seafront Fund, Shenzhen Guozhong Venture Capital Management, Volcanics Venture",Early Stage Venture,Volcanics Venture,Series B,5,100000000,CNY,14529182,,,,245920000,CNY,36008365,Yes,,http://www.iqi-inc.com/?lang=en,,Early Stage Venture,,"264,875"
2019-01-04,Nanup is a nano-antibacterial technology developer.,Nanup,https://www.crunchbase.com/organization/jinda-nano-tech,"Chemical, Manufacturing, Nanotechnology","Xiamen, Fujian, China, Asia",Series B - Nanup,https://www.crunchbase.com/funding_round/jinda-nano-tech-series-b--a3aa38e3,3,"Lan Fund, Shunwei Capital, Xiamen C&D Corporation",Early Stage Venture,Shunwei Capital,Series B,3,200000000,CNY,29113777,,,,200000000,CNY,29113777,Yes,,http://www.jindaqiye.com.cn/,,Early Stage Venture,,"264,317"
2019-01-14,Xinxin Finance is a consumer credit service provider.,Xinxin Finance,https://www.crunchbase.com/organization/xinxin-finance,Financial Services,"Guangzhou, Guangdong, China, Asia",Series B - Xinxin Finance,https://www.crunchbase.com/funding_round/xinxin-finance-series-b--0569bd5f,3,"CBC Capital, IDG Capital, Mount Morning Capital",Early Stage Venture,CBC Capital,Series B,3,3000000,USD,3000000,,,,18265311,USD,18265311,Yes,,http://www.xinxinfinance.com/,$1M to $10M,Early Stage Venture,,"264,913"
2018-12-07,GEC Academy is an education training company targeting Y12 .,GEC Academy,https://www.crunchbase.com/organization/gec-academy-beijing,"E-Learning, Education","Beijing, Beijing, China, Asia",Series A - GEC Academy,https://www.crunchbase.com/funding_round/gec-academy-beijing-series-a--8fac2701,3,"58.com, New Oriental Education and Culture Industrial Fund, UnityVC",Early Stage Venture,New Oriental Education and Culture Industrial Fund,Series A,2,7250000,USD,7250000,,,,8830453,USD,8830453,Yes,,https://www.gecacademy.com/,$10M to $50M,Early Stage Venture,,"263,828"
2019-03-01,LuPu Investment is an independent service provider focused on distributing wealth management products.,LuPu Investment,https://www.crunchbase.com/organization/lupu-investment,"Financial Services, Wealth Management","Shanghai, Shanghai, China, Asia",Series A - LuPu Investment,https://www.crunchbase.com/funding_round/lupu-investment-series-a--e21c82b8,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,1,44600000,USD,44600000,,,,44600000,USD,44600000,Yes,,https://www.lupuamc.com,,Early Stage Venture,1,"265,166"
2019-01-02,"SatelliteHerd is a commercial satellite TT&C (telemetry, track and command) service provider.",SatelliteHerd,https://www.crunchbase.com/organization/satelliteherd,"Information Technology, Internet, Space Travel, Transportation","Beijing, Beijing, China, Asia",Seed Round - SatelliteHerd,https://www.crunchbase.com/funding_round/satelliteherd-seed--f3dd6952,1,FutureCap,Seed,FutureCap,Seed,2,3010000,USD,3010000,,,,3010000,USD,3010000,Yes,,http://www.satelliteherd.com/en/,Less than $1M,,,"266,330"
2019-01-25,"Sunmi Technology is an innovation-based enterprise providing high performance, commercial hardware solutions.",Sunmi Technology,https://www.crunchbase.com/organization/sunmi-technology,"Computer, Information Technology, Internet, Internet of Things, Software","Shanghai, Shanghai, China, Asia",Series C - Sunmi Technology,https://www.crunchbase.com/funding_round/sunmi-technology-series-c--ea99b86b,2,"ABC International, Ant Group",Late Stage Venture,Ant Group,Series C,6,15000000,USD,15000000,,,,72175430,USD,72175430,Yes,,http://www.sunmi.com,$50M to $100M,Late Stage Venture,,"266,397"
2018-12-03,A smart workplace management solution provider.,DFocus,https://www.crunchbase.com/organization/dfocus,"Facility Management, Information Technology, Software","Shanghai, Shanghai, China, Asia",Series A - DFocus,https://www.crunchbase.com/funding_round/dfocus-series-a--17744740,2,"Delian Capital, K2VC",Early Stage Venture,Delian Capital,Series A,4,,,,,,,,,,Yes,,http://www.dfocuspace.com,$1M to $10M,Early Stage Venture,,"266,626"
2018-12-25,Hexaell Biotech is a biopharmaceutical company focused on severe liver disease and cell therapy.,Hexaell Biotech,https://www.crunchbase.com/organization/hexaell-biotech,"Biotechnology, Health Care","Shanghai, Shanghai, China, Asia",Series A - Hexaell Biotech,https://www.crunchbase.com/funding_round/hexaell-biotech-series-a--44169ede,3,"Breakthrough Capital, Hyfinity Investments, Sherpa Healthcare Partners",Early Stage Venture,Hyfinity Investments,Series A,2,7270000,USD,7270000,,,,34713124,USD,34713124,Yes,,http://www.hexaell.com/,,Early Stage Venture,,"267,131"
2018-12-20,Sky Limit Entertainment Group is committed to creating the ultimate immersive social entertainment experience with VR.,Skylimit Entertainment Group,https://www.crunchbase.com/organization/skylimit-entertainment-group,"Digital Entertainment, Information Technology, Media and Entertainment, Virtual Reality","Beijing, Beijing, China, Asia",Series A - Skylimit Entertainment Group,https://www.crunchbase.com/funding_round/skylimit-entertainment-group-series-a--6f53b398,5,"Dunhong Capital Management, Intel Capital, Lenovo Capital and Incubator Group (LCIG), Shenzhen Weiyue Creative Investment, Xiamen C&D Corporation",Early Stage Venture,Intel Capital,Series A,6,,,,,,,15397800,USD,15397800,Yes,,http://www.skylimit.com,$1M to $10M,Late Stage Venture,1,"267,789"
2019-01-01,"Rongzhi Biotechnology offer medical diagnosis, pharmaceutical discoveries, and food safety research services.",Rongzhi Biotechnology,https://www.crunchbase.com/organization/rongzhi-biotechnology,"Biotechnology, Life Science, Pharmaceutical","Qingdao Shi, Shandong, China, Asia",Private Equity Round - Rongzhi Biotechnology,https://www.crunchbase.com/funding_round/rongzhi-biotechnology-private-equity--383f2aca,2,"Fang Fund Partners, Zhengxin Capital",Private Equity,,Private Equity,1,,,,,,,,,,Yes,,http://www.each-reach.com/,,Private Equity,,"267,948"
2019-01-11,Hotgen is a diagnostic technology platform that develops liquid biopsy early screening technology.,Hotgen,https://www.crunchbase.com/organization/hotgen-c490,"Biotechnology, Manufacturing, Medical, Public Safety","Daxing, Beijing, China, Asia",Series B - Hotgen,https://www.crunchbase.com/funding_round/hotgen-c490-series-b--e9a922d9,1,ShenZhen GTJA Investment Group,Early Stage Venture,ShenZhen GTJA Investment Group,Series B,3,20000000,CNY,2957399,,,,33000000,CNY,4959215,Yes,,http://www.hotgen.com.cn/,,IPO,,"268,698"
2019-01-31,AutoAI is an intelligent networked system developer and operator for a new generation of self-driving cars.,AutoAI,https://www.crunchbase.com/organization/autoai-66b7,Automotive,"Beijing, Beijing, China, Asia",Venture Round - AutoAI,https://www.crunchbase.com/funding_round/autoai-66b7-series-unknown--b1f22f23,7,"Advantech Capital, Bosch Ventures, Didi, MediaTek, NavInfo, NIO Capital, Tencent",,Bosch Ventures,Venture - Series Unknown,4,104000000,USD,104000000,,,,238031129,USD,238031129,Yes,,https://www.autoai.com,$10M to $50M,,,"269,220"
2019-02-27,"Huolala offers logistics services, moving, less-than-truckload, car rental and sales, and after-car services.",Huolala,https://www.crunchbase.com/organization/huolala,"Logistics, Transportation","Shenzhen, Guangdong, China, Asia",Series D - Huolala,https://www.crunchbase.com/funding_round/huolala-series-d--2fdfa124,7,"01vc, Eastern Bell Capital, Hillhouse Investment, MindWorks Capital, Sequoia Capital, Shunwei Capital, Xianghe Capital",Late Stage Venture,Hillhouse Investment,Series D,3,300000000,USD,300000000,,,,825000000,USD,825000000,Yes,,https://www.huolala.cn,$50M to $100M,Late Stage Venture,,"270,563"
2018-12-29, SoundAI is an innovation company that specializes in acoustics frontier technology and artificial intelligence interaction.,SoundAI,https://www.crunchbase.com/organization/soundai,"Artificial Intelligence (AI), Audio, Speech Recognition","Beijing, Beijing, China, Asia",Series B - SoundAI,https://www.crunchbase.com/funding_round/soundai-series-b--45733dd1,5,"Addor Capital, Frees Fund, InnoVen Capital, Zhengju Capital, Zhongguancun Bank",Early Stage Venture,Addor Capital,Series B,4,200000000,CNY,29077375,,,,580000000,CNY,86558425,Yes,,http://www.soundai.com/,,Early Stage Venture,1,"270,569"
2018-12-10,Shanghai Lihuh Network Technology is a video platform operator.,Shanghai Lihuh Network Technology,https://www.crunchbase.com/organization/shanghai-lihuh-network-technology,Video,"Shanghai, Shanghai, China, Asia",Series B - Shanghai Lihuh Network Technology,https://www.crunchbase.com/funding_round/shanghai-lihuh-network-technology-series-b--c96ead52,6,"Capital Today, Gaorong Capital, GSR Ventures, HSG, IDG Capital, ZhenFund",Early Stage Venture,HSG,Series B,3,20000000,USD,20000000,,,,30000000,USD,30000000,Yes,,,,Early Stage Venture,,"269,845"
2019-01-01,Berxel is an optoelectronic semiconductor solutions provider.,Berxel,https://www.crunchbase.com/organization/berxel,Semiconductor,"Guangdong, Jilin, China, Asia",Series A - Berxel,https://www.crunchbase.com/funding_round/berxel-series-a--1a711a59,7,"Leaguer Venture Capital, Legend Holdings, Legend Star, Qingsong Fund, Summitview Capital, TusStar, Vision Knight Capital",Early Stage Venture,Vision Knight Capital,Series A,2,,,,,,,100000000,CNY,14099798,Yes,,http://www.berxel.com/,$10M to $50M,Early Stage Venture,,"270,911"
2019-01-30,RenGene Bio is a molecular biology technology company.,RenGene Bio,https://www.crunchbase.com/organization/rengene-bio,Health Care,"Beijing, Beijing, China, Asia",Angel Round - RenGene Bio,https://www.crunchbase.com/funding_round/rengene-bio-angel--cf8b68ee,2,"MSA Capital, Safe Medical Evaluation",Seed,MSA Capital,Angel,1,2000000,USD,2000000,,,,2000000,USD,2000000,Yes,,,,Seed,,"271,819"
2018-12-14,Yanjiyou is a lifestyle chain of bookstores.,Yanjiyou,https://www.crunchbase.com/organization/yanjiyou,Consumer Goods,"Chengdu, Sichuan, China, Asia",Series B - Yanjiyou,https://www.crunchbase.com/funding_round/yanjiyou-series-b--708dd94f,2,"Hongtai Capital Holdings, Toutoushidao Capital",Early Stage Venture,Hongtai Capital Holdings,Series B,4,14512000,USD,14512000,,,,36798089,USD,36798089,Yes,,http://www.yanjiyou.com/,,Early Stage Venture,,"272,775"
2018-12-01,Jinli Insurance provides insurance consulting services and solutions.,Jinli Insurance,https://www.crunchbase.com/organization/jinli-insurance,"Auto Insurance, Health Insurance, Insurance, Life Insurance, Online Portals","Hangzhou, Zhejiang, China, Asia",Angel Round - Jinli Insurance,https://www.crunchbase.com/funding_round/jinli-insurance-angel--56c055b6,2,"IQ Protocal, Yinlibo Ziben",Seed,IQ Protocal,Angel,1,3000000,CNY,431096,,,,3000000,CNY,431096,Yes,,https://www.jinlibx.com/,,Seed,,"272,464"
2019-02-21,is looking for high-quality projects in the global medical and health field for investors based on big data intelligence.,Huizhong Medical,https://www.crunchbase.com/organization/huizhong-medical,"Health Care, Medical","Haidian, Beijing, China, Asia",Seed Round - Huizhong Medical,https://www.crunchbase.com/funding_round/huizhong-medical-seed--c0374c2d,2,"Huixin Capital, Shangque",Seed,Huixin Capital,Seed,1,,,,,,,,,,Yes,,https://www.investank.com/,,Seed,,"272,654"
2019-01-14,Smart Bees is a foldable furniture developer.,Smart Bees,https://www.crunchbase.com/organization/smart-bees,"Consumer, Furniture","Shanghai, Shanghai, China, Asia",Series B - Smart Bees,https://www.crunchbase.com/funding_round/smart-bees-series-b--36761c75,2,"IDG Capital, Wu Capital",Early Stage Venture,IDG Capital,Series B,3,3000000,USD,3000000,,,,3863968,USD,3863968,Yes,,https://www.zfchome.com,,Early Stage Venture,,"273,488"
2019-03-07,Gaochun Pharmaceutical develops small molecule targeted innovative drugs for the unmet medical needs of autoimmune diseases and tumors.,Gaochun Pharmaceutical,https://www.crunchbase.com/organization/gaochun-pharmaceutical,"Health Care, Medical, Pharmaceutical","Guangzhou, Guangdong, China, Asia",Corporate Round - Gaochun Pharmaceutical,https://www.crunchbase.com/funding_round/gaochun-pharmaceutical-corporate-round--eebb64ff,2,"Kaitai Capital, WisdoMont Asset Management",,Kaitai Capital,Corporate Round,1,,,,,,,,,,Yes,,,,,,"277,211"
2019-01-09,Tigerweld is a robotics and computer-integrated manufacturing products developer.,Tigerweld,https://www.crunchbase.com/organization/tigerweld,"Consumer Goods, Manufacturing","Foshan, Guangdong, China, Asia",Series A - Tigerweld,https://www.crunchbase.com/funding_round/tigerweld-series-a--b1b1bc6b,2,"Nanyue Gaojiao, Zhaoke Innovation",Early Stage Venture,Zhaoke Innovation,Series A,1,1460000,USD,1460000,,,,1460000,USD,1460000,Yes,,http://tigerweld.com.cn,$10M to $50M,Early Stage Venture,,"278,427"
2018-12-04,FirstGrid is a medical supply chain management platform developer.,FirstGrid,https://www.crunchbase.com/organization/firstgrid,Health Care,"Shanghai, Shanghai, China, Asia",Seed Round - FirstGrid,https://www.crunchbase.com/funding_round/firstgrid-seed--f64bace4,1,Qiming Venture Partners,Seed,Qiming Venture Partners,Seed,1,4830000,USD,4830000,,,,4830000,USD,4830000,Yes,,http://www.firstgrid.cn,,Seed,1,"278,602"
2018-12-26,Haoyunbang is a reproductive medicine service platform.,Haoyunbang,https://www.crunchbase.com/organization/haoyunbang,"Health Care, Medical","Beijing, Beijing, China, Asia",Series C - Haoyunbang,https://www.crunchbase.com/funding_round/haoyunbang-series-c--32e4a59e,2,"Insight Capital, New Vision Ventures",Late Stage Venture,Insight Capital,Series C,4,40000000,CNY,5797858,,,,44000000,CNY,6449130,Yes,,https://www.haoyunbang.cn,Less than $1M,Late Stage Venture,,"275,570"
2019-01-11,Shenzhen Lihexing is a flexible industrial automation equipment provider company.,Shenzhen Lihexing,https://www.crunchbase.com/organization/shenzhen-lihexing,"Automotive, Industrial, Manufacturing","Shenzhen, Guangdong, China, Asia",Funding Round - Shenzhen Lihexing,https://www.crunchbase.com/funding_round/shenzhen-lihexing-undisclosed--06ed4d3c,2,"Cowin Capital, Shenzhen Capital Fortune Investment Management",,Shenzhen Capital Fortune Investment Management,Funding Round,2,128000000,CNY,18927352,,,,128000000,CNY,18927352,Yes,,http://www.lihexing.com/,$50M to $100M,IPO,,"278,814"
2019-02-26,Bikego is a destination day tour service provider .,Bikego,https://www.crunchbase.com/organization/bikego,"Leisure, Travel","Chengdu, Sichuan, China, Asia",Series A - Bikego,https://www.crunchbase.com/funding_round/bikego-series-a--0dd1bf94,2,"Beijing Ant Cell Tour International Travel Service, CoBuilder Partners",Early Stage Venture,Beijing Ant Cell Tour International Travel Service,Series A,1,,,,,,,,,,Yes,,http://bikego.com:8080/web,,Early Stage Venture,,"278,852"
2019-03-19,"Youfu Technology is a new type of retail enterprise, focusing on the sales of fresh and miscellaneous products.",Youfu Technology,https://www.crunchbase.com/organization/youfu-technology,"Enterprise, Food and Beverage, Retail","Beijing, Beijing, China, Asia",Series A - Youfu Technology,https://www.crunchbase.com/funding_round/youfu-technology-series-a--636eff58,2,"Eastern Bell Capital, M&G Stationery",Early Stage Venture,Eastern Bell Capital,Series A,1,14000000,USD,14000000,,,,14000000,USD,14000000,Yes,,,,Early Stage Venture,,"274,349"
2018-12-07,CreateCare Medical is a medical technology company that provides biochip cell sensors.,CreateCare,https://www.crunchbase.com/organization/createcare,"Health Care, Medical","Shenzhen, Guangdong, China, Asia",Series A - CreateCare,https://www.crunchbase.com/funding_round/createcare-series-a--5f14aef3,2,"BGI Group, Xianghui Capital",Early Stage Venture,BGI Group,Series A,1,3000000,USD,3000000,,,,3000000,USD,3000000,Yes,,https://www.createcare.com,,Early Stage Venture,,"277,683"
2019-01-14,Unequal Food is provides food services in China.,Unequal Food,https://www.crunchbase.com/organization/unequal-food,"Food and Beverage, Food Delivery, Restaurants, Snack Food, Water","Hangzhou, Zhejiang, China, Asia",Series A - Unequal Food,https://www.crunchbase.com/funding_round/unequal-food-series-a--86cccf2b,2,"Diedai Capital, K2VC",Early Stage Venture,K2VC,Series A,1,10000000,CNY,1477541,,,,10000000,CNY,1477541,Yes,,,,Early Stage Venture,,"275,879"
2019-03-11,Stateside Adventures is an international camp education institution.,Stateside Adventures,https://www.crunchbase.com/organization/stateside-adventures,"E-Learning, Education","Beijing, Beijing, China, Asia",Series A - Stateside Adventures,https://www.crunchbase.com/funding_round/stateside-adventures-series-a--d5773cc2,2,"Rongzheng Investment Consulting, Source Code Capital",Early Stage Venture,Source Code Capital,Series A,2,,,,,,,,,,Yes,,http://www.statesidecamp.com/,,Early Stage Venture,,"276,134"
2019-02-14,Mangatoon is an application for reading comics and manga on mobile phone.,Mangatoon,https://www.crunchbase.com/organization/mangatoon,"Comics, Content, Media and Entertainment, Mobile Apps, Reading Apps","Changning, Shanghai, China, Asia",Series A - Mangatoon,https://www.crunchbase.com/funding_round/mangatoon-series-a--1fe64f28,2,"Engage Capital, Vision Plus Capital",Early Stage Venture,Engage Capital,Series A,2,10000000,USD,10000000,,,,10000000,USD,10000000,Yes,,https://mangatoon.mobi/,$1M to $10M,Early Stage Venture,,"278,125"
2019-01-08,Beijing Based  Media and Entertainment Company,ASK Animation Studio,https://www.crunchbase.com/organization/ask-animation-studio,Media and Entertainment,"Beijing, Beijing, China, Asia",Series A - ASK Animation Studio,https://www.crunchbase.com/funding_round/ask-animation-studio-series-a--748c542a,2,"Great Chiliocosm Capital, iQiyi",Early Stage Venture,Great Chiliocosm Capital,Series A,2,1460000,USD,1460000,,,,1460000,USD,1460000,Yes,,,$1M to $10M,Early Stage Venture,,"276,256"
