Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round)
2022-03-03,"InxMed is a clinical-stage biotech company dedicated to developing innovative, individualized medicines with international impact.",InxMed,https://www.crunchbase.com/organization/inxmed,"Biotechnology, Life Science","Shanghai, Shanghai, China, Asia",Series B - InxMed,https://www.crunchbase.com/funding_round/inxmed-series-b--65ed9529,5,"AIHC Capital, CMG-SDIC Capital Management, CS Capital, Ennovation Ventures, HosenCare Brothers",Early Stage Venture,CS Capital,Series B,4,50000000,USD,50000000,,,,93998904,USD,93998904,Yes,,http://en.inxmed.com/,,Early Stage Venture,1,"99,767"
2022-02-23,Palline is a hospital management solution and operational data analysis company.,Palline,https://www.crunchbase.com/organization/palline,"Analytics, Health Care, Hospital, Management Consulting","Beijing, Beijing, China, Asia",Series A - Palline,https://www.crunchbase.com/funding_round/palline-series-a--d7b7413f,6,"Bojiang Capital, Legend Star, Lenovo Star, Pegasus Group, Shanghai Jiao Tong University, Yuanqi Capital",Early Stage Venture,Yuanqi Capital,Series A,3,200000000,CNY,31676645,,,,36463387,USD,36463387,Yes,,http://www.palline.cn/,,Early Stage Venture,,"99,799"
2022-01-31,Qianglian Zhichuang is the first high-tech company in China to focus on the pain points of cerebrovascular disease treatment.,Qianglian Zhichuang,https://www.crunchbase.com/organization/qianglian-zhichuang,Medical,"Beijing, Beijing, China, Asia",Series C - Qianglian Zhichuang,https://www.crunchbase.com/funding_round/qianglian-zhichuang-series-c--5b01f5a1,3,"HSG, Nuoyu Investment, Poly Capital",Late Stage Venture,HSG,Series C,6,100000000,CNY,15720799,,,,310000000,CNY,45318731,Yes,,https://www.unionstrongtech.com/index,,Late Stage Venture,3,"100,029"
2022-02-01,Redbud Medicine is an international leading CRO and drug regulatory company.,Redbud Medicine,https://www.crunchbase.com/organization/redbud-medicine,"Biotechnology, Health Care, Medical","Haidian, Beijing, China, Asia",Seed Round - Redbud Medicine,https://www.crunchbase.com/funding_round/redbud-medicine-seed--9e0473f4,1,Legend Star,Seed,Legend Star,Seed,3,,,,,,,10000000,USD,10000000,Yes,,https://www.redbudmed.com/,,Early Stage Venture,,"100,010"
2022-01-07,TYK Medicines is a drug research and development company.,TYK Medicines,https://www.crunchbase.com/organization/tyk-medicines,"Biotechnology, Health Care, Product Research","Shanghai, Shanghai, China, Asia",Series C - TYK Medicines,https://www.crunchbase.com/funding_round/tyk-medicines-series-c--0346ba93,4,"Houji capital, Yangtze River Industry Fund, Zhejiang Silk Road Fund, Zuig Investment",Late Stage Venture,Houji capital,Series C,5,330000000,CNY,51742791,,,,1190000000,CNY,181807499,Yes,,http://www.tykmedicines.com/,$10M to $50M,Late Stage Venture,2,"100,147"
2021-12-18,Sinomicro Medical is a medical device firm focused on the development of tumor ablation treatment with minimally invasive surgical robots.,Sinomicro Medical,https://www.crunchbase.com/organization/sinomicro-medical,"Health Care, Medical, Medical Device","Beijing, Beijing, China, Asia",Series C - Sinomicro Medical,https://www.crunchbase.com/funding_round/sinomicro-medical-series-c--d07bfaea,1,SDIC Venture Capital,Late Stage Venture,SDIC Venture Capital,Series C,1,,,,,,,,,,Yes,,https://www.surgnova.cn/,,Late Stage Venture,,"101,170"
2021-12-23,Xbed is providing self-service hotels rooms that require no service staff.,Xbed,https://www.crunchbase.com/organization/xbed,"Hospitality, Hotel, Mobile Apps","Guangzhou, Guangdong, China, Asia",Venture Round - Xbed,https://www.crunchbase.com/funding_round/xbed-series-unknown--bc205756,1,QF Capital,,QF Capital,Venture - Series Unknown,5,,,,,,,38236934,USD,38236934,Yes,,http://www.xbed.com.cn/,,,,"101,918"
2022-01-28,Keteng is an agricultural company that utilizes modern biological breeding technology in the integration of corn and wheat seed breeding.,Keteng,https://www.crunchbase.com/organization/keteng,"Agriculture, Biotechnology, Life Science","Shijiazhuang, Hebei, China, Asia",Series B - Keteng,https://www.crunchbase.com/funding_round/keteng-series-b--b32ebfc0,1,Addor Capital,Early Stage Venture,Addor Capital,Series B,1,,,,,,,,,,Yes,,http://keteng188.com,,Early Stage Venture,,"102,574"
2022-01-24,"Lesson is an online store that sells fruit juices, ice creams, and other dairy products.",Lesson,https://www.crunchbase.com/organization/lesson-cd7e,"E-Commerce, Food and Beverage, Retail","Yünnan, Yunnan, China, Asia",Venture Round - Lesson,https://www.crunchbase.com/funding_round/lesson-cd7e-series-unknown--73856fd3,1,Shijiazhuang Junlebao Dairy,,Shijiazhuang Junlebao Dairy,Venture - Series Unknown,1,25680000,USD,25680000,,,,25680000,USD,25680000,Yes,,https://www.lessonmilk.com/,,,,"103,666"
2021-12-16,Renda Jincang is a software company engaged in providing domestic data management software products and services.,Renda Jincang,https://www.crunchbase.com/organization/renda-jincang,"Data Management, Data Storage, Information Technology, Management Information Systems, Software","Beijing, Beijing, China, Asia",Corporate Round - Renda Jincang,https://www.crunchbase.com/funding_round/renda-jincang-corporate-round--c77440aa,1,Taiji,,Taiji,Corporate Round,1,200000000,CNY,31405556,,,,200000000,CNY,31405556,Yes,,http://www.kingbase.com.cn,,,,"102,860"
2022-01-03,HaiMi Culture Media is a film and television product placement service provider.,HaiMi Culture Media,https://www.crunchbase.com/organization/haimi-culture-media,"Film Production, Media and Entertainment, Native Advertising, TV Production","Haidian, Beijing, China, Asia",Series A - HaiMi Culture Media,https://www.crunchbase.com/funding_round/haimi-culture-media-series-a--deb98c66,1,iQiyi,Early Stage Venture,iQiyi,Series A,4,,,,,,,16000000,CNY,2522469,Yes,,http://haimimedia.cn,,Early Stage Venture,,"104,813"
2021-12-21,SXmicro is a technology company engaged in the development of domestic integrated circuit technology and foundry businesses.,SXmicro,https://www.crunchbase.com/organization/sxmicro,"Computer, Data Storage, Electronics, Hardware, Manufacturing","Shenzhen, Guangdong, China, Asia",Corporate Round - SXmicro,https://www.crunchbase.com/funding_round/sxmicro-corporate-round--433f7ac1,1,Shenzhen Terca Technology,,Shenzhen Terca Technology,Corporate Round,1,60000000,CNY,9416048,,,,60000000,CNY,9416048,Yes,,http://www.sxmicro.com/,,,,"103,450"
2021-12-17,"Zhenmaoji Semiconductor is a designer, manufacturer, and seller of automotive power semiconductor devices.",Zhenmaoji Semiconductor,https://www.crunchbase.com/organization/zhenmaoji-semiconductor,"Automotive, Electronics, Manufacturing, Semiconductor","Shenzhen, Guangdong, China, Asia",Series A - Zhenmaoji Semiconductor,https://www.crunchbase.com/funding_round/zhenmaoji-semiconductor-series-a--b3e5f21b,1,SZHTI Group,Early Stage Venture,SZHTI Group,Series A,1,,,,,,,,,,Yes,,http://www.zmjsemi.com/,,Early Stage Venture,,"103,281"
2022-02-08,Liwen Institute is a protein design service provider.,Liwen Institute,https://www.crunchbase.com/organization/liwen-institute,"Artificial Intelligence (AI), Biotechnology, Machine Learning","Hangzhou, Zhejiang, China, Asia",Seed Round - Liwen Institute,https://www.crunchbase.com/funding_round/liwen-institute-seed--04515fbf,1,ZhenFund,Seed,ZhenFund,Seed,1,10000000,CNY,1570648,,,,10000000,CNY,1570648,Yes,,,,Seed,,"103,285"
2022-02-23,Gaofeng Medical is a precision oral medical device and service provider.,Gaofeng Medical,https://www.crunchbase.com/organization/gaofeng-medical,Medical Device,"Nanjing, Jiangsu, China, Asia",Series B - Gaofeng Medical,https://www.crunchbase.com/funding_round/gaofeng-medical-series-b--840271b8,1,Fortune Venture Capital,Early Stage Venture,Fortune Venture Capital,Series B,1,200000000,CNY,31676645,,,,200000000,CNY,31676645,Yes,,http://www.gftools.com/,,Early Stage Venture,,"105,165"
2021-12-22,Yowu is an Gen-Z consumer electronic brand that focuses on creating a range of products inspired by gaming and cyberspace.,Yowu,https://www.crunchbase.com/organization/yowu,"Consumer, Consumer Electronics, Electronics","Shanghai, Shanghai, China, Asia",Seed Round - Yowu,https://www.crunchbase.com/funding_round/yowu-seed--22b7cf71,1,Xiaomi,Seed,Xiaomi,Seed,1,,,,,,,,,,Yes,,https://www.yowu.com,,Seed,,"105,247"
2022-01-27,"Mindfront Health is a mental health company that provides comprehensive diagnosis, treatment, and evidence-based psychotherapy services.",Mindfront Health,https://www.crunchbase.com/organization/mindfront-health,"Fitness, Health Care, Mental Health, mHealth, Wellness","Shanghai, Shanghai, China, Asia",Seed Round - Mindfront Health,https://www.crunchbase.com/funding_round/mindfront-health-seed--193ca9e0,1,Northern Light Venture Capital,Seed,Northern Light Venture Capital,Seed,1,,,,,,,,,,Yes,,https://www.mindfront.com,,Seed,,"105,362"
2022-01-04,Zhongke Wangwei Information Technology is a developer of independent and controllable network security products and technologies.,Zhongke Wangwei Information Technology,https://www.crunchbase.com/organization/zhongke-wangwei-information-technology,"Cloud Security, Cyber Security, Hardware, Internet of Things, Network Security","Beijing, Beijing, China, Asia",Series C - Zhongke Wangwei Information Technology,https://www.crunchbase.com/funding_round/zhongke-wangwei-information-technology-series-c--32aa4556,1,Co-Stone Venture Capital,Late Stage Venture,Co-Stone Venture Capital,Series C,1,,,,,,,,,,Yes,,http://www.netpower.com.cn/,,Late Stage Venture,,"103,834"
2021-12-22,Zhike Lishang is a medical device provider of equipment and solutions like optical magnification electronic endoscopy equipment.,Zhike Lishang,https://www.crunchbase.com/organization/zhike-lishang,"Health Diagnostics, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Angel Round - Zhike Lishang,https://www.crunchbase.com/funding_round/zhike-lishang-angel--70fb2c84,1,Zhejiang UE Medical,Seed,Zhejiang UE Medical,Angel,1,,,,,,,,,,Yes,,http://www.lshealthcare.com.cn/,,Seed,,"100,655"
2022-02-17,"Huanniu Cake House is bakery that produces wide variety of cakes, pasteries, and other bakery products.",Huanniu Cake House,https://www.crunchbase.com/organization/huanniu-cake-house,"Bakery, Food and Beverage, Food Processing","Hangzhou, Zhejiang, China, Asia",Series A - Huanniu Cake House,https://www.crunchbase.com/funding_round/huanniu-cake-house-series-a--7a95a3a3,1,Shunwei Capital,Early Stage Venture,Shunwei Capital,Series A,1,9000000,CNY,1420163,,,,9000000,CNY,1420163,Yes,,,,Early Stage Venture,,"100,674"
2022-02-18,"YITU Technology integrates state-of-the-art AI technologies with industrial applications to build a safer, faster and healthier world.",Yitu Technology,https://www.crunchbase.com/organization/yitu-technology,"Apps, Artificial Intelligence (AI), Computer Vision, Finance, Health Care, Machine Learning, Natural Language Processing","Shanghai, Shanghai, China, Asia",Private Equity Round - Yitu Technology,https://www.crunchbase.com/funding_round/yitu-technology-private-equity--1e68b513,1,Yichang Boyue Investment Management,Private Equity,Yichang Boyue Investment Management,Private Equity,10,100000000,CNY,15809527,,,,401053961,USD,401053961,Yes,,http://www.yitutech.com/en/,$10M to $50M,Private Equity,,"104,378"
2022-01-21,BM001 is a  housekeeping service and industrial SaaS solution provider.,BM001,https://www.crunchbase.com/organization/bm001,"Information Technology, SaaS, Software","Nanjing, Jiangsu, China, Asia",Series A - BM001,https://www.crunchbase.com/funding_round/bm001-series-a--4638a861,1,Golden Rain Bogor,Early Stage Venture,Golden Rain Bogor,Series A,2,80000000,CNY,12620685,,,,14805685,USD,14805685,Yes,,http://www.bm001.com,$1M to $10M,Early Stage Venture,,"104,408"
2022-02-10,Vanbeer offers handcrafted beer.,Vanbeer,https://www.crunchbase.com/organization/vanbeer,"Craft Beer, Food and Beverage, Food Processing","Shanghai, Shanghai, China, Asia",Angel Round - Vanbeer,https://www.crunchbase.com/funding_round/vanbeer-angel--892c5f48,1,36Kr,Seed,36Kr,Angel,1,,,,,,,,,,Yes,,,,Seed,,"105,717"
2022-01-29,Rui En Craft focuses on fresh craft brewing to offer fresh beer.,Rui En Craft,https://www.crunchbase.com/organization/rui-en-craft,"Brewing, Craft Beer, Food and Beverage","Nangang, Guangdong, China, Asia",Angel Round - Rui En Craft,https://www.crunchbase.com/funding_round/rui-en-craft-angel--47597a30,1,Blue Ocean Capital,Seed,Blue Ocean Capital,Angel,1,,,,,,,,,,Yes,,,,Seed,,"104,461"
2021-12-30,"Lattice Grand Advanced Material Technology is a manufacturer of high thermal conductivity, thin film circuit ceramic substrates.",Lattice Grand Advanced Material Technology,https://www.crunchbase.com/organization/lattice-grand-advanced-material-technology,"Advanced Materials, Hardware, Manufacturing, Telecommunications","Nanchangshi, Jiangxi, China, Asia",Angel Round - Lattice Grand Advanced Material Technology,https://www.crunchbase.com/funding_round/lattice-grand-advanced-material-technology-angel--5b18bf06,1,GSR United Capital,Seed,GSR United Capital,Angel,1,50000000,CNY,7845476,,,,50000000,CNY,7845476,Yes,,http://www.latticegrand.com,,Seed,,"104,500"
2022-03-11,Tianxinhe Biotech a service provider and supplier of China's advanced biopharmaceutical process technology and solutions,Tianxinhe Biotech,https://www.crunchbase.com/organization/tianxinhe-biotech,Biotechnology,"Wujiang, Jiangsu, China, Asia",Venture Round - Tianxinhe Biotech,https://www.crunchbase.com/funding_round/tianxinhe-biotech-series-unknown--c729e43b,1,China Structural Reform Fund,,China Structural Reform Fund,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.txhbio.com/,,,,"104,694"
2022-03-31,Fun Technology is a developer of artificial intelligence sleep aids that provides consumer-grade sleep aids.,Fun Technology,https://www.crunchbase.com/organization/fun-technology,Artificial Intelligence (AI),"Hangzhou, Zhejiang, China, Asia",Angel Round - Fun Technology,https://www.crunchbase.com/funding_round/fun-technology-angel--6197cc92,1,Iflytek,Seed,Iflytek,Angel,1,,,,,,,,,,Yes,,http://www.zmclub.com.cn/,,Seed,,"100,988"
2021-12-16,Small Fission is a software technology company which provides companies with SCRM and growth tools to enable a company's digital growth.,Small Fission,https://www.crunchbase.com/organization/small-fission,"Digital Marketing, SaaS, Social CRM, Software","Nanjing, Jiangsu, China, Asia",Corporate Round - Small Fission,https://www.crunchbase.com/funding_round/small-fission-corporate-round--1ff3834e,1,Youzan,,Youzan,Corporate Round,1,,,,,,,,,,Yes,,http://xiaoliebian.com,,,,"101,578"
2021-12-30,Xibainian Supply Chain Technology is a provider of supply chain logistics and VMI warehousing management services.,Xibainian Supply Chain Technology,https://www.crunchbase.com/organization/xibainian-supply-chain-technology,"Logistics, Service Industry, Supply Chain Management, Transportation, Warehousing","Dongguang, Guangdong, China, Asia",Angel Round - Xibainian Supply Chain Technology,https://www.crunchbase.com/funding_round/xibainian-supply-chain-technology-angel--52d98014,1,Prolto Supply Chain Company,Seed,Prolto Supply Chain Company,Angel,1,,,,,,,,,,Yes,,http://www.xbnwl.com/,,Seed,,"102,186"
2021-12-17,Putai Technology is an electronics manufacturing company engaged in the production of automated test service products for network cable.,Putai Technology,https://www.crunchbase.com/organization/putai-technology,"Communication Hardware, Communications Infrastructure, Electronics, Manufacturing, Video Streaming","Beijing, Beijing, China, Asia",Series A - Putai Technology,https://www.crunchbase.com/funding_round/putai-technology-series-a--bafa5ddb,1,Vinno Capital,Early Stage Venture,Vinno Capital,Series A,1,,,,,,,,,,Yes,,http://www.perfectek.com/,,Early Stage Venture,,"102,466"
2022-03-14,Moptim is a global medical technology innovator committed to introduce high technology and ophthalmic product solution.,Moptim,https://www.crunchbase.com/organization/moptim,Health Care,"Shenzhen, Guangdong, China, Asia",Series A - Moptim,https://www.crunchbase.com/funding_round/moptim-series-a--ea30c6e4,1,Baidu Ventures,Early Stage Venture,Baidu Ventures,Series A,1,10000000,CNY,1570969,,,,10000000,CNY,1570969,Yes,,http://www.moptim.cn/,,Early Stage Venture,,"102,977"
2022-01-04,"Mumway is a maternal and child care consulting firm that provides child and maternal care, housekeeping services.",Mumway,https://www.crunchbase.com/organization/mumway,"Children, Consulting, Health Care","Beijing, Beijing, China, Asia",Series B - Mumway,https://www.crunchbase.com/funding_round/mumway-series-b--c79eedc2,1,Guiyang Venture Capital,Early Stage Venture,Guiyang Venture Capital,Series B,4,30000000,CNY,4720470,,,,85000000,CNY,12599964,Yes,,http://www.mumway.com/,,Early Stage Venture,,"102,146"
2021-12-24,Ryder Cloud Chain is a professional services platform which provides internet B2B supply chain and cloud supply chain services.,Ryder Cloud Chain,https://www.crunchbase.com/organization/ryder-cloud-chain,"B2B, Cloud Computing, Internet, Supply Chain Management","Fuzhou, Jiangxi, China, Asia",Series B - Ryder Cloud Chain,https://www.crunchbase.com/funding_round/ryder-cloud-chain-series-b--3c067905,1,China Minsheng Investment Group,Early Stage Venture,China Minsheng Investment Group,Series B,1,,,,,,,,,,Yes,,http://www.lydyl.cn/,,Early Stage Venture,,"102,170"
2021-12-30,"Fangcun Microelectronics is a developer and seller of cryptographic processors, network security chips, and interface control chips.",Fangcun Microelectronics,https://www.crunchbase.com/organization/fangcun-microelectronics,"Electronics, Hardware, Manufacturing, Product Design, Semiconductor","Jinan, Shandong, China, Asia",Series A - Fangcun Microelectronics,https://www.crunchbase.com/funding_round/fangcun-microelectronics-series-a--c49cf99a,1,GF Qianhe Investment,Early Stage Venture,GF Qianhe Investment,Series A,1,90000000,CNY,14121856,,,,90000000,CNY,14121856,Yes,,http://www.tihchip.com/,,Early Stage Venture,,"103,075"
2022-03-02,Bigverse is a digital art trading platform.,Bigverse,https://www.crunchbase.com/organization/bigverse,Metaverse,"Hangzhou, Zhejiang, China, Asia",Series A - Bigverse,https://www.crunchbase.com/funding_round/bigverse-series-a--d56ad1f4,1,Capital Nuts Investment Management Ltd,Early Stage Venture,Capital Nuts Investment Management Ltd,Series A,1,10000000,CNY,1582003,,,,10000000,CNY,1582003,Yes,,https://www.nftcn.com.cn/,,Early Stage Venture,,"103,877"
2021-12-15,TRUSTDO is a domestic judicial service provider.,TRUSTDO,https://www.crunchbase.com/organization/trustdo,"Legal, Professional Services, Service Industry","Beijing, Beijing, China, Asia",Series A - TRUSTDO,https://www.crunchbase.com/funding_round/trustdo-series-a--5cc0b24d,1,Fosun International,Early Stage Venture,Fosun International,Series A,2,,,,,,,3000000,CNY,434795,Yes,,https://www.trustdo.cn/,,Early Stage Venture,,"107,377"
2021-12-31,Xinhua Medical is a manufacturer and seller of medical apparatus and surgical instruments.,Xinhua Medical,https://www.crunchbase.com/organization/xinhua-medical,"Health Diagnostics, Manufacturing, Medical, Medical Device","Zibo, Shandong, China, Asia",Corporate Round - Xinhua Medical,https://www.crunchbase.com/funding_round/xinhua-medical-corporate-round--597fedc2,1,SHINVA,,SHINVA,Corporate Round,1,,,,,,,,,,Yes,,http://www.shinvasurgical.com/,,,,"107,724"
2022-01-10,Jida Transportation is a micro-traffic simulation software developer and is also a provider of related software technical services.,Jida Transportation,https://www.crunchbase.com/organization/jida-transportation,"Simulation, Software","Shanghai, Shanghai, China, Asia",Venture Round - Jida Transportation,https://www.crunchbase.com/funding_round/jida-transportation-series-unknown--50d905a3,1,Alibaba Group,,Alibaba Group,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.jidatraffic.com/,,,,"108,073"
2022-03-17,FOIA is a UAV automatic inspection system developer.,FOIA,https://www.crunchbase.com/organization/foia,Software,"Shanghai, Shanghai, China, Asia",Series A - FOIA,https://www.crunchbase.com/funding_round/foia-series-a--d0f9ce21,1,Zhonghuijin Group,Early Stage Venture,Zhonghuijin Group,Series A,2,,,,,,,,,,Yes,,,,Early Stage Venture,,"108,315"
2022-02-14,"AGbotics is a manufacturing company developing robots, equipment, and AI based hardware and software products for the agriculture industry.",AGbotics,https://www.crunchbase.com/organization/agbotics,"AgTech, Artificial Intelligence (AI), Manufacturing, Robotics","Shenzhen, Guangdong, China, Asia",Series A - AGbotics,https://www.crunchbase.com/funding_round/agbotics-series-a--0570f72c,1,GSR United Capital,Early Stage Venture,GSR United Capital,Series A,1,1620000,USD,1620000,,,,1620000,USD,1620000,Yes,,,,Early Stage Venture,,"108,899"
2021-12-28,Pengyun Network is a dual-soft technology company engaged in providing software-defined storage products and solutions.,Pengyun Network,https://www.crunchbase.com/organization/pengyun-network,"Cloud Computing, Data Storage, Database, Software","Nanjing, Jiangsu, China, Asia",Series B - Pengyun Network,https://www.crunchbase.com/funding_round/pengyun-network-series-b--c5b6a958,1,Huatai Securities,Early Stage Venture,Huatai Securities,Series B,2,,,,,,,,,,Yes,,http://www.pengyunnetwork.com/,,Early Stage Venture,,"108,908"
2022-01-11,"Jiuding Group is a feed breeding company engaged in pig breeding, enclosure construction, and production of pork food products.",Jiuding Group,https://www.crunchbase.com/organization/jiuding-group-4baa,"Food and Beverage, Food Processing, Livestock","Changsha, Jiangsu, China, Asia",Corporate Round - Jiuding Group,https://www.crunchbase.com/funding_round/jiuding-group-4baa-corporate-round--11666c3a,1,Beijing Dabeinong Technology Group,,Beijing Dabeinong Technology Group,Corporate Round,1,1320000000,CNY,207091308,,,,1320000000,CNY,207091308,Yes,,http://www.jiuding-group.com/,,,,"109,078"
2021-12-16,Youyanshe is a pan-game new media company which produces gaming related evaluations and content on their online platform.,Youyanshe,https://www.crunchbase.com/organization/youyanshe,"Content, Gaming, Internet, Online Portals, Video Games","Beijing, Beijing, China, Asia",Venture Round - Youyanshe,https://www.crunchbase.com/funding_round/youyanshe-series-unknown--c9819a09,1,Huya.com,,Huya.com,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.yystv.cn/,,,,"109,981"
2022-01-10,"Yunlian Semiconductor is an IC design company which develops transmissions, codecs, and interface audio and video processing chips.",Yunlian Semiconductor,https://www.crunchbase.com/organization/yunlian-semiconductor,"Audio, Hardware, Product Design, Semiconductor, Video","Hefei, Anhui, China, Asia",Angel Round - Yunlian Semiconductor,https://www.crunchbase.com/funding_round/yunlian-semiconductor-angel--fef5acaf,1,Hefei High-tech VC,Seed,Hefei High-tech VC,Angel,1,,,,,,,,,,Yes,,http://www.yunlink-semi.com/,,Seed,,"106,414"
2022-01-20,Chuqi offers low alcohol drink using baijiu technology.,Chuqi,https://www.crunchbase.com/organization/chuqi,"Food and Beverage, Food Processing, Winery","Shanghai, Shanghai, China, Asia",Angel Round - Chuqi,https://www.crunchbase.com/funding_round/chuqi-angel--bd23228f,1,Laiyifen,Seed,Laiyifen,Angel,1,1430000,USD,1430000,,,,1430000,USD,1430000,Yes,,,,Seed,,"109,037"
2021-12-28,Xiangyun is an international freight forwarding company engaged mainly in international transportation agency business of import and export.,Xiangyun,https://www.crunchbase.com/organization/xiangyun,"Air Transportation, Freight Service, Logistics, Transportation, Water Transportation","Shanghai, Shanghai, China, Asia",Venture Round - Xiangyun,https://www.crunchbase.com/funding_round/xiangyun-series-unknown--8a750c72,1,YTO Express,,YTO Express,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.xiangyun.cn/,,,,"106,069"
2022-03-29,SUXIN provides industrial remote monitoring and control services.,SUXIN,https://www.crunchbase.com/organization/suxin,"Industrial, Internet of Things, Sensor","Nanjing, Jiangsu, China, Asia",Series B - SUXIN,https://www.crunchbase.com/funding_round/suxin-series-b--a6507a35,1,Jiangsu Leili Motor,Early Stage Venture,Jiangsu Leili Motor,Series B,2,10000000,CNY,1571289,,,,15000000,CNY,2304895,Yes,,https://www.suxiniot.com/,,Early Stage Venture,,"106,072"
2021-12-15,"Jia Yan Technology is a provider of artificial intelligence, precision marketing, and data mining products and services.",Jia Yan Technology,https://www.crunchbase.com/organization/jia-yan-technology,"Artificial Intelligence (AI), Data Mining, Information Technology, Marketing, Software","Hangzhou, Zhejiang, China, Asia",Venture Round - Jia Yan Technology,https://www.crunchbase.com/funding_round/jia-yan-technology-series-unknown--9264e736,1,Iflytek,,Iflytek,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.cayontechs.com/,,,,"106,809"
2022-01-09,"Zhu Bingren is an art brand focused on copper handicrafts like ornaments, Buddha statue art, bathroom space, kitchen supplies, etc.",Zhu Bingren Copper,https://www.crunchbase.com/organization/zhu-bingren-copper,"Art, Machinery Manufacturing","Hangzhou, Zhejiang, China, Asia",Venture Round - Zhu Bingren Copper,https://www.crunchbase.com/funding_round/zhu-bingren-copper-series-unknown--2fed97f1,1,Wuchan Zhongda Group,,Wuchan Zhongda Group,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.zbrty.com/,,,,"109,350"
2021-12-24,"Huibang Biological is engaged in the research and development, production, and sale of medicines for the treatment of human diseases.",Huibang Biological,https://www.crunchbase.com/organization/huibang-biological,"Biotechnology, Health Diagnostics, Medical, Sales","Hefei, Anhui, China, Asia",Series B - Huibang Biological,https://www.crunchbase.com/funding_round/huibang-biological-series-b--2f90b8be,1,Chuanggu Capital,Early Stage Venture,Chuanggu Capital,Series B,2,,,,,,,3000000,CNY,436180,Yes,,http://www.hbswgc.com,,Early Stage Venture,,"108,164"
2021-12-31,Wanwu Security Technology is a provider of IoT security services based on artificial intelligence and blockchain technology.,Wanwu Security Technology,https://www.crunchbase.com/organization/wanwu-security-technology,"Artificial Intelligence (AI), Blockchain, Cyber Security, Internet, Internet of Things","Shenzhen, Guangdong, China, Asia",Series A - Wanwu Security Technology,https://www.crunchbase.com/funding_round/wanwu-security-technology-series-a--dc480def,1,Shanshan Venture Capital,Early Stage Venture,Shanshan Venture Capital,Series A,1,,,,,,,,,,Yes,,http://www.iottepa.com/,,Early Stage Venture,,"106,224"
2022-01-10,"Jiaen Semiconductor is a designer, manufacturer, and seller of power semiconductor chips and devices like IGBTs, MOSFETs and FRDs.",Jiaen Semiconductor,https://www.crunchbase.com/organization/jiaen-semiconductor,"Electronics, Hardware, Manufacturing, Product Design, Semiconductor","Qingdao Shi, Shandong, China, Asia",Seed Round - Jiaen Semiconductor,https://www.crunchbase.com/funding_round/jiaen-semiconductor-seed--21f56b9e,1,Sunshine Venture Capital,Seed,Sunshine Venture Capital,Seed,1,,,,,,,,,,Yes,,http://www.jiaensemi.com/,,Seed,,"106,953"
2021-12-21,Vulab Tech is an information security firm that provides security a vulnerability management and analysis solution through an AI engine.,Zhongke Weilan,https://www.crunchbase.com/organization/zhongke-weilan,"Artificial Intelligence (AI), Cyber Security, Network Security","Haidian, Beijing, China, Asia",Angel Round - Zhongke Weilan,https://www.crunchbase.com/funding_round/zhongke-weilan-angel--4fe14392,1,Innoangel Fund,Seed,Innoangel Fund,Angel,1,10000000,CNY,1569341,,,,10000000,CNY,1569341,Yes,,http://www.vulab.com.cn/index.html,,Seed,,"106,955"
2022-01-06,"Dazao Technology is a researcher, producer, and seller of cloud printing products and also provide related technical services.",Dazao Technology,https://www.crunchbase.com/organization/dazao-technology,"Electronics, Printing","Guangzhou, Guangdong, China, Asia",Venture Round - Dazao Technology,https://www.crunchbase.com/funding_round/dazao-technology-series-unknown--155b30bc,1,Meituan,,Meituan,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.feieyun.com,,,,"109,550"
2021-12-27,Aoyi Network Technology is a customer management SaaS products developer that helps companies digitally upgrade their corporate marketing.,Aoyi Network Technology,https://www.crunchbase.com/organization/aoyi-network-technology,"Analytics, CRM, Digital Marketing, SaaS, Software","Guangzhou, Guangdong, China, Asia",Angel Round - Aoyi Network Technology,https://www.crunchbase.com/funding_round/aoyi-network-technology-angel--c7da61e2,1,The Force Capital,Seed,The Force Capital,Angel,1,,,,,,,,,,Yes,,https://www.aoyi.com/,,Seed,,"106,350"
