Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2022-10-09,"Microquanta is a Hangzhou-based maker of perovskite solar cell, which is a new form of solar technology.",Microquanta,https://www.crunchbase.com/organization/microquanta,"Commercial, Energy, Solar","Hangzhou, Zhejiang, China, Asia",Series D - Microquanta,https://www.crunchbase.com/funding_round/microquanta-series-d--f4e5d4ff,9,"Changjiang Securities, CMB International Capital Corporation, Cointreau Capital, Deshi Touzi, Haibang Capital, Huadao Investment Management, Jinju Capital, KUNLUN, PricewaterhouseCoopers GmbH",Late Stage Venture,,Series D,1,,,,,,,,,,Yes,,http://www.microquanta.com/,$1M to $10M,Late Stage Venture,,"96,153",
2022-12-20,Gosuncn is a mechanical or industrial engineering company.,Gosuncn,https://www.crunchbase.com/organization/gosuncn,Industrial,"Guangdong, Jilin, China, Asia",Post-IPO Equity - Gosuncn,https://www.crunchbase.com/funding_round/gosuncn-post-ipo-equity--1b1aba8a,1,Raystone Capital,,Raystone Capital,Post-IPO Equity,1,50000000,CNY,7181947,,,,50000000,CNY,7181947,Yes,,http://en.gosuncn.com/,,IPO,,"96,172",
2022-08-04,Ping Pu Ke Ji focuses on digital intelligence and digital production construction for the revitalization of the rural economy.,Ping Pu Ke Ji,https://www.crunchbase.com/organization/ping-pu-ke-ji,"Agriculture, Enterprise, Farming","Shijiazhuang, Hebei, China, Asia",Venture Round - Ping Pu Ke Ji,https://www.crunchbase.com/funding_round/ping-pu-ke-ji-series-unknown--66ceffad,1,Liuhe Fund Management,,Liuhe Fund Management,Venture - Series Unknown,1,30000000,CNY,4444905,,,,30000000,CNY,4444905,Yes,,,,,,"95,474",
2022-09-19,Ziezone is an automobile company that provides smart vehicle products for electric cars.,Ziezone,https://www.crunchbase.com/organization/ziezone,"Automotive, Electric Vehicle, Retail","Minhang, Shanghai, China, Asia",Series B - Ziezone,https://www.crunchbase.com/funding_round/ziezone-series-b--52ce5ddb,1,Guiyang Venture Capital,Early Stage Venture,Guiyang Venture Capital,Series B,1,10000000,CNY,1427205,,,,10000000,CNY,1427205,Yes,,http://www.ziezone.com/,,Early Stage Venture,,"95,798",
2022-10-14,Gritti is a social lifestyle app powered by Web3.,Gritti,https://www.crunchbase.com/organization/gritti,"Apps, Fitness, Web3","Beijing, Beijing, China, Asia",Seed Round - Gritti,https://www.crunchbase.com/funding_round/gritti-seed--e793bf1a,6,"Bixin Ventures, Czhang's Digital Investment, Lingfeng Capital, Orderly Network, Stratified Capital, Youbi Capital",Seed,Lingfeng Capital,Seed,2,1700000,USD,1700000,,,,1700000,USD,1700000,Yes,,https://gritti.io/,,Seed,,"95,884",
2022-08-03,Simmir Vision Technology engages in the software and hardware design of edge vision products.,Simmir Vision Technology,https://www.crunchbase.com/organization/simmir-vision-technology,"Hardware, Information Technology, Software","Shanghai, Shanghai, China, Asia",Angel Round - Simmir Vision Technology,https://www.crunchbase.com/funding_round/simmir-vision-technology-angel--de20a63e,1,Atom Ventures,Seed,Atom Ventures,Angel,1,,,,,,,,,,Yes,,http://simmir-visiontech.com/,,Seed,1,"95,100",
2022-09-19,ViewGene is a gene therapy company that has developed a proprietary inducible and tissue-specific gene therapy platform.,ViewGene,https://www.crunchbase.com/organization/viewgene,"Biotechnology, Genetics, Health Care, Life Science, Medical","Suzhou, Jiangsu, China, Asia",Seed Round - ViewGene,https://www.crunchbase.com/funding_round/viewgene-seed--ca78e940,1,Prox Ventures,Seed,Prox Ventures,Seed,2,,,,,,,,,,Yes,,,,Seed,,"95,111",
2022-12-09,"SFCC is an enterprise that focuses on hydrogen fuel cell technology research, power system R&D, and industrialization.",SFCC,https://www.crunchbase.com/organization/sfcc,"Biotechnology, Energy, Fuel, Manufacturing","Shenzhen, Guangdong, China, Asia",Series B - SFCC,https://www.crunchbase.com/funding_round/sfcc-series-b--df81c035,5,"Chengtong Mixed Reform, Hongtai Capital Holdings, National Green Development Fund, Sichuan Provincial Investment Group, SPIC",Early Stage Venture,,Series B,4,4500000000,CNY,646756159,8500000000,CNY,1221650522,5583000000,CNY,816788839,Yes,,http://www.sino-sfcc.com,,Early Stage Venture,,"95,192",
2022-09-06,ILLA Cloud is an open-source low-code development platform for developers.,ILLA Cloud,https://www.crunchbase.com/organization/illa-cloud,Software,"Beijing, Beijing, China, Asia",Angel Round - ILLA Cloud,https://www.crunchbase.com/funding_round/illa-cloud-angel--2104e76f,4,"GL Ventures LLC, Hillhouse Investment, MiraclePlus, Source Code Capital",Seed,Source Code Capital,Angel,1,,,,,,,,,,Yes,,https://www.illacloud.com/,,Seed,1,"96,615",
2022-11-27,X-EPIC offers a solution that aims to revolutionize EDA technology with a focus on intelligence and innovation.,Xinhuazhang Technology Co. Ltd.,https://www.crunchbase.com/organization/xinhuazhang-technology-co-ltd,"Electronic Design Automation (EDA), Manufacturing, Semiconductor","Nanjing, Jiangsu, China, Asia",Series B - Xinhuazhang Technology Co. Ltd.,https://www.crunchbase.com/funding_round/xinhuazhang-technology-co-ltd-series-b--1d425b7a,3,"CICC, Henglu Assets, Mirae Asset Venture Investment",Early Stage Venture,CICC,Series B,4,,,,,,,107295750,CNY,15628478,Yes,,https://www.x-epic.com/,$1M to $10M,,,"96,762",
2022-11-16,"Shanxi Dayu Bioengineering focus on the research, development, production, and application of feed microbial products.",Shanxi Dayu Bioengineering,https://www.crunchbase.com/organization/shanxi-dayu-bioengineering,"Biotechnology, Health Care","Ruicheng, Shanxi, China, Asia",Venture Round - Shanxi Dayu Bioengineering,https://www.crunchbase.com/funding_round/shanxi-dayu-bioengineering-series-unknown--4774e038,1,GGR Capital,,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.sxdysw.cn/,,IPO,,"96,870",
2022-08-22,"Jinjiang Electronics is a med-tech company, engaged in the R&D and manufacture of medical equipment like cardiac electrophysiology.",Jinjiang Electronics,https://www.crunchbase.com/organization/jinjiang-electronics,Manufacturing,"Chengdu, Sichuan, China, Asia",Series B - Jinjiang Electronics,https://www.crunchbase.com/funding_round/jinjiang-electronics-series-b--3639dfe9,7,"Guanghua Wutong Fund, Hillhouse Investment, Huimei Capital, Kunpeng Capital, Weigao Group, Yuan Capital, Yuanhenglizhen",Early Stage Venture,Hillhouse Investment,Series B,3,700000000,CNY,102206194,,,,700000000,CNY,102206194,Yes,,http://www.jjet.cn/,,Early Stage Venture,,"96,922",
2022-11-10,Juefx is a Developer of AI technology that focuses on building an autonomous driving decision data platform.,Juefx,https://www.crunchbase.com/organization/juefx,"Artificial Intelligence (AI), Automotive, Commercial, Machine Learning","Beijing, Beijing, China, Asia",Series A - Juefx,https://www.crunchbase.com/funding_round/juefx-series-a--18e06f8c,2,"Hygoal Capital, Minyin International",Early Stage Venture,,Series A,4,,,,,,,100000000,CNY,13989144,Yes,,http://www.juefx.com,$1M to $10M,Early Stage Venture,,"97,028",
2022-12-05,VISPEK is committed to the design and development of new vision spectral sensors and AI algorithms for varieties of applications,VISPEK,https://www.crunchbase.com/organization/vispek,"Artificial Intelligence (AI), Information Technology, Sensor","Shenzhen, Guangdong, China, Asia",Series A - VISPEK,https://www.crunchbase.com/funding_round/vispek-series-a--0ed0980a,2,"Gaolue Capital, XY Capital",Early Stage Venture,Gaolue Capital,Series A,4,,,,,,,6500000,USD,6500000,Yes,,https://www.vispek.cn/,$1M to $10M,Early Stage Venture,,"97,093",
2022-08-17,Viiyong is a manufacturer of multi-layer ceramic chip capacitors.,Viiyong,https://www.crunchbase.com/organization/viiyong,"Electronics, Manufacturing, Semiconductor","Shenzhen, Guangdong, China, Asia",Series B - Viiyong,https://www.crunchbase.com/funding_round/viiyong-series-b--c7afd795,5,"CITIC Securities, GF Securities, Guangdong Technology Financial Group, Lenovo Capital and Incubator Group (LCIG), SDIC Venture Capital",Early Stage Venture,,Series B,1,2000000000,CNY,294941749,,,,2000000000,CNY,294941749,Yes,,http://www.viiyong.com,,Early Stage Venture,,"97,147",
2022-09-17,"Hanhua Semiconductor is a manufacturer of semiconductor components, integrating R&D, production, sales and service.",Hanhua Semiconductor,https://www.crunchbase.com/organization/hanhua-semiconductor,"Application Specific Integrated Circuit (ASIC), Manufacturing, Semiconductor","Suzhou, Jiangsu, China, Asia",Series B - Hanhua Semiconductor,https://www.crunchbase.com/funding_round/hanhua-semiconductor-series-b--fcdfcbe0,1,Honghui Capital,Early Stage Venture,,Series B,1,,,,,,,,,,Yes,,http://www.hanhuasemi.com/,,Early Stage Venture,,"97,416",
2022-08-25,Chuangxin Microelectronics is a circuit design company that focuses on the development and sale of high-precision products.,Chuangxin Microelectronics,https://www.crunchbase.com/organization/chuangxin-microelectronics,"Application Specific Integrated Circuit (ASIC), Hardware, Manufacturing, Semiconductor","Longgang, Guangdong, China, Asia",Series B - Chuangxin Microelectronics,https://www.crunchbase.com/funding_round/chuangxin-microelectronics-series-b--310a6535,5,"CDF-Capital, Hua Ventures, Juchen Capital, Sharewin Investment, Shenzhen Capital Group",Early Stage Venture,,Series B,1,200000000,CNY,29200064,,,,200000000,CNY,29200064,Yes,,http://www.icm-semi.com,,Early Stage Venture,,"97,482",
2022-12-05,Tsingke Biotechnology specializes in the research and development of synthetic genomics and biosynthetic products.,Tsingke Biotech,https://www.crunchbase.com/organization/tsingke-biotechnology,"Biotechnology, Health Care, Medical","Beijing, Beijing, China, Asia",Series B - Tsingke Biotech,https://www.crunchbase.com/funding_round/tsingke-biotechnology-series-b--8d586ab3,7,"Capitallink, Fortune Venture Capital, Henan CICC Huirong Fund Management, Jolmo Capital, Origin Fund, Qingsong Fund, Zhongyuan Asset Management",Early Stage Venture,"Fortune Venture Capital, Henan CICC Huirong Fund Management",Series B,2,400000000,CNY,57454754,,,,600000000,CNY,88921580,Yes,,http://www.tsingke.com,,Early Stage Venture,,"97,650",
2022-08-19,"Proton Bio is mainly engaged in gene and cell therapy CDMO service provider, focusing on the field of gene and cell therapy.",Proton Bio,https://www.crunchbase.com/organization/proton-bio,"Biopharma, Biotechnology, Medical","Suzhou, Jiangsu, China, Asia",Series B - Proton Bio,https://www.crunchbase.com/funding_round/proton-bio-series-b--d63aa0a2,8,"Advanced Manufacturing Industry Investment Fund, China Merchants Securities, China Merchants Venture Capital, Fosun Pharma, Hillhouse Investment, Huatai Health Fund, Huatai Zijin Investment, Huimei Capital",Early Stage Venture,,Series B,1,520000000,CNY,76278770,,,,520000000,CNY,76278770,Yes,,https://www.portonbio.com/,,Early Stage Venture,,"97,673",
2022-11-22,Yanhuang Data is an analysis platform with complete independent intellectual property rights.,Yanhuang Data,https://www.crunchbase.com/organization/yanhuang-data,"Analytics, Software","Shanghai, Shanghai, China, Asia",Series A - Yanhuang Data,https://www.crunchbase.com/funding_round/yanhuang-data-series-a--d436e658,4,"BlueRun Ventures, Everest Venture Capital, Rongyin Capital, Sunyard",Early Stage Venture,Everest Venture Capital,Series A,3,,,,,,,90000000,CNY,14264431,Yes,,https://www.yanhuangdata.com,,Early Stage Venture,1,"97,687",
2022-08-02,"Trinova focuses on the production, supporting and technical services of the core products of intelligent car wire-controlled chassis.",Trinova,https://www.crunchbase.com/organization/trinova-3e2c,"Automotive, Autonomous Vehicles, Manufacturing","Beijing, Beijing, China, Asia",Series B - Trinova,https://www.crunchbase.com/funding_round/trinova-3e2c-series-b--4404d289,10,"BAIC Capital, Chery Automobile, CITIC Limited, Delian Capital, Hengxu Capital, Longding Investment, Shanghai GuoHe Capital, Tsinghua Holdings Capital, Yichen Capital, Zhongguancun Development Frontier Enterprise Investment Fund",Early Stage Venture,Chery Automobile,Series B,1,,,,,,,,,,Yes,,https://www.trinova-tech.com/,,Early Stage Venture,,"102,621",
2022-08-14,Jinyuansheng is a supplier of new energy batteries.,Jinyuansheng,https://www.crunchbase.com/organization/jinyuansheng,"Clean Energy, Energy","Shanghai, Shanghai, China, Asia",Series B - Jinyuansheng,https://www.crunchbase.com/funding_round/jinyuansheng-series-b--9580e333,7,"CPE, Estar Capital, Gaolin Capital, Long Capital, Loyal Valley Capital, Panorama Capital, Shanghai International Group (SIG)",Early Stage Venture,Loyal Valley Capital,Series B,1,1000000000,CNY,148306342,,,,1000000000,CNY,148306342,Yes,,https://www.shjayson.com/,,Early Stage Venture,,"99,604",
2022-11-22,"Jiangsu Tongrun Equipment Technology manufactures tool cabinets, steel furniture, sheet metal products, and sheet metal machines.",Jiangsu Tongrun Equipment Technology,https://www.crunchbase.com/organization/jiangsu-tongrun-equipment-technology,"Electronics, Furniture, Manufacturing","Changshushi, Jiangsu, China, Asia",Post-IPO Equity - Jiangsu Tongrun Equipment Technology,https://www.crunchbase.com/funding_round/jiangsu-tongrun-equipment-technology-post-ipo-equity--85b1e7bb,1,Chint Electrics,,Chint Electrics,Post-IPO Equity,1,1020000000,CNY,142851141,,,,1020000000,CNY,142851141,Yes,,http://www.tongrunindustries.com,,IPO,,"102,369",
2022-08-01,GTL Biotech is a biotechnology company that provides converting biogas to liquid fuel technology products for industrial applications.,GTL Biotech,https://www.crunchbase.com/organization/gtl-biotech,"Biotechnology, Chemical, Oil and Gas, Sustainability","Yingpu Jiedao, Shanghai, China, Asia",Seed Round - GTL Biotech,https://www.crunchbase.com/funding_round/gtl-biotech-seed--8cbc5a84,1,Joyvio Group,Seed,Joyvio Group,Seed,1,,,,,,,,,,Yes,,https://www.gtlbio.com/,,Seed,,"104,610",
2022-09-27,"Liu Luxiang is a powder brand that produces raw materials such as sour bamboo shoots, ice noodles, sour beans, and secret snail lion soup.",Liu Luo Xiang,https://www.crunchbase.com/organization/liu-luo-xiang,"Food and Beverage, Food Processing, Snack Food","Liuzhou, Anhui, China, Asia",Private Equity Round - Liu Luo Xiang,https://www.crunchbase.com/funding_round/liu-luo-xiang-private-equity--fde0eb8d,1,Guangxi Weinian Industrial,Private Equity,Guangxi Weinian Industrial,Private Equity,1,880000,CNY,122599,8000000,CNY,1114532,880000,CNY,122599,Yes,,http://www.lzssj.cn/,,Private Equity,,"100,192",
2022-08-10,Sada Intelligence focuses on the Internet construction of construction machinery industry.,Sada Intelligence,https://www.crunchbase.com/organization/sada-intelligence,"Hardware, Internet of Things","Beijing, Beijing, China, Asia",Series A - Sada Intelligence,https://www.crunchbase.com/funding_round/sada-intelligence-series-a--326ffaf1,1,Albatross Venture,Early Stage Venture,Albatross Venture,Series A,1,,,,,,,,,,Yes,,https://i-sada.com/,,Early Stage Venture,,"101,698",
2022-12-05,"ShengheWanwu is a biosynthetic compounds supplier providing raw materials for the pharmaceutical, cosmetics and functional foods industries.",ShengheWanwu,https://www.crunchbase.com/organization/shenghewanwu,"Biotechnology, Cosmetics, Pharmaceutical","Suzhou, Jiangsu, China, Asia",Seed Round - ShengheWanwu,https://www.crunchbase.com/funding_round/shenghewanwu-seed--20f9d10e,1,Addor Capital,Seed,Addor Capital,Seed,1,1430000,USD,1430000,,,,1430000,USD,1430000,Yes,,,,Seed,,"105,689",
2022-08-12,iBox is an e-commerce platform focusing on digital collections for a long time.,iBox,https://www.crunchbase.com/organization/ibox-f263,"Blockchain, E-Commerce, Enterprise Applications","Chengmai, Hainan, China, Asia",Venture Round - iBox,https://www.crunchbase.com/funding_round/ibox-f263-series-unknown--6021cdfe,1,YeePay,,YeePay,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.ibox.art/zh-cn/,,,,"105,695",
2022-09-01,"Founded in May 2016 in Hangzhou, Weiqiang Medical is an innovative company focused on peripheral vascular interventional medical devices.",Weiqiang Medical,https://www.crunchbase.com/organization/weiqiang-medical,,"Hangzhou, Zhejiang, China, Asia",Venture Round - Weiqiang Medical,https://www.crunchbase.com/funding_round/weiqiang-medical-series-unknown--661b7673,1,Qiming Venture Partners,,Qiming Venture Partners,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,1,"106,005",
2022-10-25,Peixue Biological Group is a research company that develops hyaluronic acid raw materials for health product solutions.,Peixue Biological Group,https://www.crunchbase.com/organization/peixue-biological-group,"Biopharma, Biotechnology, Health Care","Jinan, Shandong, China, Asia",Corporate Round - Peixue Biological Group,https://www.crunchbase.com/funding_round/peixue-biological-group-corporate-round--4661f441,1,Sanyuan Bio,,Sanyuan Bio,Corporate Round,1,60000000,CNY,8213665,,,,60000000,CNY,8213665,Yes,,http://www.gtxha.com/,,,,"100,970",
2022-08-26,"KouTech develops surgical robots that can perform ophthalmic surgery, trans-gastroscopic, and general-purpose microsurgery.",KouTech,https://www.crunchbase.com/organization/koutech,Robotics,"Shanghai, Shanghai, China, Asia",Series A - KouTech,https://www.crunchbase.com/funding_round/koutech-series-a--c481d7b5,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,1,"100,989",
2022-08-30,Xing Jia Bio develops mineral trace elements.,Xing Jia Bio,https://www.crunchbase.com/organization/xing-jia-bio,"Agriculture, AgTech, Biotechnology, Manufacturing","Changsha, Jiangsu, China, Asia",Seed Round - Xing Jia Bio,https://www.crunchbase.com/funding_round/xing-jia-bio-seed--e9db303b,1,Wen's Investment,Seed,Wen's Investment,Seed,1,,,,,,,,,,Yes,,https://www.xj-bio.com/zh-cn/,,Seed,,"107,121",
2022-09-28,"Shenzhen Shanggutang Food is a food and beverage company that offers origin resources protection , food R&D, and marketing services.",Shenzhen Shanggutang Food,https://www.crunchbase.com/organization/shenzhen-shanggutang-food,"Food and Beverage, Food Processing, Restaurants","Shenzhen, Guangdong, China, Asia",Venture Round - Shenzhen Shanggutang Food,https://www.crunchbase.com/funding_round/shenzhen-shanggutang-food-series-unknown--2e1754e3,3,"GF Qianhe Investment, Hengxu Capital, Zhenghan Investment",,GF Qianhe Investment,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.sgtfood.com/,,,,"101,095",
2022-08-23,Dongchi is a provider of diet food solutions for weight management.,Dongchi,https://www.crunchbase.com/organization/dongchi,"Consumer Goods, Fitness, Food and Beverage","Guangzhou, Guangdong, China, Asia",Series A - Dongchi,https://www.crunchbase.com/funding_round/dongchi-series-a--2f72146e,2,"Providence Equity Partners, Puwei Capital",Early Stage Venture,Puwei Capital,Series A,3,1430000,USD,1430000,,,,9179535,USD,9179535,Yes,,http://www.magic3.cn/,,Early Stage Venture,,"102,323",
2022-09-08,AOKKA COFFEE is a beverage brand that specializes in producing and selling specialty coffee along with high-end coffee equipment.,AOKKA COFFEE,https://www.crunchbase.com/organization/aokka-coffee,"Coffee, Consumer Goods, Food and Beverage","Shanghai, Shanghai, China, Asia",Angel Round - AOKKA COFFEE,https://www.crunchbase.com/funding_round/aokka-coffee-angel--ff4ca225,1,Naixuecha,Seed,Naixuecha,Angel,1,,,,,,,,,,Yes,,,,Seed,,"101,318",
2022-08-02,Two-bit Technology is a film and television marketing operation company.,Two-bit Technology,https://www.crunchbase.com/organization/two-bit-technology,"Advertising, Film, Media and Entertainment, Telecommunications","Beijing, Beijing, China, Asia",Venture Round - Two-bit Technology,https://www.crunchbase.com/funding_round/two-bit-technology-series-unknown--8eeaa5a7,1,Dongyang Hengdian Qiaobao Yingshi Wenhua Gongzuoshi,,Dongyang Hengdian Qiaobao Yingshi Wenhua Gongzuoshi,Venture - Series Unknown,1,,,,,,,,,,Yes,,https://www.entobit.cn/,,,,"101,424",
2022-08-15,Jieshang Health specializes in Ai moxa inhalation and wormwood moxibustion for cigarette products to control smoking.,Jieshang Health,https://www.crunchbase.com/organization/jieshang-health,"Health Care, Manufacturing, Product Research","Chen, Hunan, China, Asia",Series A - Jieshang Health,https://www.crunchbase.com/funding_round/jieshang-health-series-a--eb46fa9b,2,"Cedar Capital Group, CITIC Group Corporation",Early Stage Venture,CITIC Group Corporation,Series A,2,,,,,,,,,,Yes,,,,Early Stage Venture,,"101,434",
2022-09-20,"Eureka Systems focuses on providing consulting, design and implementation services for overall IT solutions for medical institutions.",Eureka Systems,https://www.crunchbase.com/organization/eureka-systems,"Health Care, Medical, Software","Xuhui, Shanghai, China, Asia",Series B - Eureka Systems,https://www.crunchbase.com/funding_round/eureka-systems-series-b--c7097817,1,Wangsu Science & Technology,Early Stage Venture,Wangsu Science & Technology,Series B,1,,,,,,,,,,Yes,,http://www.eureka-systems.com/,,Early Stage Venture,,"105,299",
2022-08-31,Hunan Yiyi Pharmaceutical Technology develops and operates an online platform for pharmaceutical products.,Hunan Yiyi Pharmaceutical Technology,https://www.crunchbase.com/organization/hunan-yiyi-pharmaceutical-technology,"B2B, E-Commerce, Health Care, Medical, Pharmaceutical, Therapeutics","Changsha, Jiangsu, China, Asia",Series B - Hunan Yiyi Pharmaceutical Technology,https://www.crunchbase.com/funding_round/hunan-yiyi-pharmaceutical-technology-series-b--3a9e84d5,3,"CBC Group, Cenova, Unicorn Capital Partners",Early Stage Venture,CBC Group,Series B,1,,,,,,,,,,Yes,,https://www.onekdrug.com/,Less than $1M,Early Stage Venture,1,"106,707",
2022-10-08,"Huohao is a food brand that specializes in lo-mei products including rabbit meat, beef, pork and chicken.",Huohao,https://www.crunchbase.com/organization/huohao,"Food and Beverage, Food Processing, Snack Food","Chengdu, Sichuan, China, Asia",Series A - Huohao,https://www.crunchbase.com/funding_round/huohao-series-a--984d2b52,1,ONEW,Early Stage Venture,ONEW,Series A,1,1430000,USD,1430000,,,,1430000,USD,1430000,Yes,,,,Early Stage Venture,,"105,447",
2022-09-08,Deepberry is an agricultural technology company that supplies greenhouse automation control solutions.,Deepberry,https://www.crunchbase.com/organization/deepberry,"Industrial Automation, Information Technology, Intellectual Property","Suzhou, Jiangsu, China, Asia",Seed Round - Deepberry,https://www.crunchbase.com/funding_round/deepberry-seed--b10c19af,1,Founder H Fund,Seed,Founder H Fund,Seed,2,1430000,USD,1430000,,,,1430000,USD,1430000,Yes,,https://www.deepberry.cn/,,Seed,,"108,224",
2022-08-02,ANOTA Design is a sustainable new luxury jewelry brand.,ANOTA Design,https://www.crunchbase.com/organization/anota-design,"Fashion, Jewelry","Beijing, Beijing, China, Asia",Seed Round - ANOTA Design,https://www.crunchbase.com/funding_round/anota-design-seed--2fde0811,1,Plum Ventures,Seed,Plum Ventures,Seed,1,,,,,,,,,,Yes,,http://www.anotadesign.com/,,Seed,1,"108,279",
2022-08-26,Camelot Electronic Technology is a manufacturer of automotive PCB products.,Camelot Electronic Technology,https://www.crunchbase.com/organization/camelot-electronic-technology,"Automotive, Electronics, Industrial, Manufacturing, Semiconductor","Qingyuan, Guangdong, China, Asia",Post-IPO Equity - Camelot Electronic Technology,https://www.crunchbase.com/funding_round/camelot-electronic-technology-post-ipo-equity--6679fb28,1,Canton Venture Capital,,Canton Venture Capital,Post-IPO Equity,1,,,,,,,,,,Yes,,http://www.camelotpcb.com,$100M to $500M,IPO,,"106,874",
2022-08-03,FineImmu develops solid tumor immunotherapy drugs.,FineImmu,https://www.crunchbase.com/organization/fineimmu,"Biopharma, Biotechnology, Health Care, Medical","Guangzhou, Guangdong, China, Asia",Seed Round - FineImmu,https://www.crunchbase.com/funding_round/fineimmu-seed--bf898991,4,"Beijing Huafang Investment, Panacea Venture, Revel Ventures, Yabao Investment",Seed,Beijing Huafang Investment,Seed,1,90000000,CNY,13317550,,,,90000000,CNY,13317550,Yes,,http://www.fineimmu.com/,,Seed,,"106,883",
2022-09-01,Focallure is a cosmetic company that focuses on producing beauty products.,Focallure,https://www.crunchbase.com/organization/focallure,"Beauty, Cosmetics, Manufacturing","Guangzhou, Guangdong, China, Asia",Series B - Focallure,https://www.crunchbase.com/funding_round/focallure-series-b--cbdf3065,1,Qiming Venture Partners,Early Stage Venture,Qiming Venture Partners,Series B,1,,,,,,,,,,Yes,,https://focallure.com/,,Early Stage Venture,1,"109,125",
2022-08-16,CyberServal provides internet security services.,CyberServal,https://www.crunchbase.com/organization/cyberserval,Cyber Security,"Hangzhou, Zhejiang, China, Asia",Series A - CyberServal,https://www.crunchbase.com/funding_round/cyberserval-series-a--50ea8764,4,"Shenjian Capital, Shenzhenshi Honghua Ziben Guanli Youxian Gongsi, Sky9 Capital, Source Code Capital",Early Stage Venture,Source Code Capital,Series A,1,,,,,,,,,,Yes,,https://www.cyberserval.cn/,$1M to $10M,Early Stage Venture,,"109,420",
2022-08-02,Zhongying Cross-border is a cross-border e-commerce comprehensive service platform.,Zhongying Cross-border,https://www.crunchbase.com/organization/zhongying-cross-border,"E-Commerce, Retail, Service Industry","Nanjing, Jiangsu, China, Asia",Seed Round - Zhongying Cross-border,https://www.crunchbase.com/funding_round/zhongying-cross-border-seed--780ced82,1,N5Capital,Seed,N5Capital,Seed,1,,,,,,,,,,Yes,,https://www.wiinkle.com/#/home,,Seed,,"108,693",
2022-12-08,Suzhou Sushi Testing Group designs and manufactures testing equipment.,Suzhou Sushi Testing Group,https://www.crunchbase.com/organization/suzhou-sushi-testing-group,"Machinery Manufacturing, Manufacturing, Mechanical Engineering, Usability Testing","Suzhou, Jiangsu, China, Asia",Post-IPO Equity - Suzhou Sushi Testing Group,https://www.crunchbase.com/funding_round/suzhou-sushi-testing-group-post-ipo-equity--42e2c967,3,"Addor Capital, Shanghai Yiyuan Investment Management, Sun Rock Capital",,Sun Rock Capital,Post-IPO Equity,1,380000000,CNY,54539714,1520000000,CNY,218158854,380000000,CNY,54539714,Yes,,http://www.chinasti.com/index.html,,IPO,,"104,357",
2022-08-05,Lingtan Intelligent Technology is a provider of sustainable distributed energy storage product and services.,Lingtan Intelligent Technology,https://www.crunchbase.com/organization/lingtan-intelligent-technology,"Energy, Energy Storage, Sustainability","Nanjing, Jiangsu, China, Asia",Seed Round - Lingtan Intelligent Technology,https://www.crunchbase.com/funding_round/lingtan-intelligent-technology-seed--9ffa5ef3,3,"Eight Roads Ventures, FutureCap, PKSHA SPARX Algorithm Fund",Seed,Eight Roads Ventures,Seed,2,50000000,CNY,7394043,,,,50000000,CNY,7394043,Yes,,https://www.teplore.com/,,Seed,1,"107,856",
2022-08-26,Xiding Intelligent is a leading educational service platform enterprise in China.,Xiding Intelligent,https://www.crunchbase.com/organization/xiding-intelligent,"Artificial Intelligence (AI), Electronics, Hardware","Minhang, Shanghai, China, Asia",Series A - Xiding Intelligent,https://www.crunchbase.com/funding_round/xiding-intelligent-series-a--105ac351,5,"CAS Star, Chinaleaf Capital, D.T. Lake Equity Investment, Yunqi Partners, ZSVC",Early Stage Venture,Chinaleaf Capital,Series A,1,100000000,CNY,14552228,,,,100000000,CNY,14552228,Yes,,https://www.xiding.com.cn/,,Early Stage Venture,,"110,507",
2022-08-01,Tasogare is a premium coffee brand that produces and supplies a variety of coffee both online and retail.,Tasogare,https://www.crunchbase.com/organization/tasogare,"Coffee, Consumer, Manufacturing, Retail","Hangzhou, Zhejiang, China, Asia",Series C - Tasogare,https://www.crunchbase.com/funding_round/tasogare-series-c--65fcad94,3,"Fuji Capital, Qiming Venture Partners, Yijing Capital",Late Stage Venture,Yijing Capital,Series C,3,,,,,,,566000000,CNY,86881508,Yes,,http://www.tasogare.cn/,,Late Stage Venture,2,"110,517",
