Announced Date,Organization Description,Organization Name,Organization Name URL,Organization Industries,Organization Location,Transaction Name,Transaction Name URL,Number of Investors,Investor Names,Funding Stage,Lead Investors,Funding Type,Number of Funding Rounds,Money Raised,Money Raised Currency,Money Raised (in USD),Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Equity Only Funding,Diversity Spotlight,Organization Website,Organization Revenue Range,Funding Status,Number of Partner Investors,CB Rank (Funding Round),Sentiment
2023-06-01,Panyauto is a smart vehicle domain controller platform firm.,Panyauto,https://www.crunchbase.com/organization/panyauto,"Automotive, Information Technology, Software","Shanghai, Shanghai, China, Asia",Angel Round - Panyauto,https://www.crunchbase.com/funding_round/panyauto-angel--b40b5eb8,1,MiraclePlus,Seed,MiraclePlus,Angel,1,,,,,,,,,,Yes,,,,Seed,1,"67,654",
2023-07-24,Eight Cows is a retail chain brand that specializes in soft beef jerky and other beef products online and offline.,Eight Cows,https://www.crunchbase.com/organization/eight-cows-605e,"Food and Beverage, Meat and Poultry, Retail","Nanjing, Jiangsu, China, Asia",Angel Round - Eight Cows,https://www.crunchbase.com/funding_round/eight-cows-605e-angel--c9d6a224,2,"Investment for love, Xinyuan Capital",Seed,,Angel,1,140000,USD,140000,,,,140000,USD,140000,Yes,,,,Seed,,"67,694",
2023-07-07,GoLucky is a Southeast Asian digital cross-border logistics service company.,GoLucky,https://www.crunchbase.com/organization/golucky,"E-Commerce, Logistics, Service Industry, Warehousing","Hangzhou, Zhejiang, China, Asia",Series A - GoLucky,https://www.crunchbase.com/funding_round/golucky-series-a--e38683f1,4,"Global Logistic Properties, Prologis Ventures, Shenjian Capital, Soul Capital",Early Stage Venture,"Prologis Ventures, Soul Capital",Series A,1,,,,,,,,,,Yes,,https://www.goluckyvip.com/,Less than $1M,Early Stage Venture,,"67,838",
2023-06-27,AcMotion builds a wire-control chassis and key wire-control components.,AcMotion,https://www.crunchbase.com/organization/acmotion,Automotive,"Chongqing Shi, Chongqing, China, Asia",Angel Round - AcMotion,https://www.crunchbase.com/funding_round/acmotion-angel--e1df12b1,2,"Mingyue Lake International Intelligent Industry Science and Technology Innovation Base, Qingshuiwan Fund",Seed,"Mingyue Lake International Intelligent Industry Science and Technology Innovation Base, Qingshuiwan Fund",Angel,1,,,,,,,,,,Yes,,http://www.acmotion.cn,,Seed,,"67,844",
2023-08-01,reddoon.ai it create professional-quality product images.,reddoon.ai,https://www.crunchbase.com/organization/reddoon-ai,"Artificial Intelligence (AI), Photo Editing","Beijing, Beijing, China, Asia",Angel Round - reddoon.ai,https://www.crunchbase.com/funding_round/reddoon-ai-angel--c1420cae,2,"THN, Wanqiang Li",Seed,"THN, Wanqiang Li",Angel,1,,,,,,,,,,Yes,,https://www.redoon.cn,,Seed,,"68,586",
2023-07-24,Jiamuyao Medical specialized in developing an energy platform for the comprehensive treatment of complex intravascular lesions.,Jiamuyao Medical,https://www.crunchbase.com/organization/jiamuyao-medical,"Health Care, Medical","Shanghai, Shanghai, China, Asia",Seed Round - Jiamuyao Medical,https://www.crunchbase.com/funding_round/jiamuyao-medical-seed--20dc03c7,3,"BioVenture, Haimaide Ventures, Hongsheng Capital",Seed,"BioVenture, Hongsheng Capital",Seed,1,,,,,,,,,,Yes,,,,Seed,3,"68,744",
2023-06-26,Philosophers Stone focused on the biomaterials and regenerative medicine industries for developing biomedical materials and tissues.,Philosopher's stone,https://www.crunchbase.com/organization/philosophers-stone,"Health Care, Medical, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Series A - Philosopher's stone,https://www.crunchbase.com/funding_round/philosophers-stone-series-a--a7dfc85e,1,Qingdao Qingchi Venture Capital,Early Stage Venture,Qingdao Qingchi Venture Capital,Series A,1,,,,,,,,,,Yes,,http://www.phil-stone.com/,,Early Stage Venture,1,"69,041",
2023-06-12,Qihe Meidong Agricultural Technology is an agricultural firm that operates plantations and produces vegetables and fruits.,Qihe Meidong Agricultural Technology,https://www.crunchbase.com/organization/qihe-meidong-agricultural-technology,"Agriculture, AgTech, Farming","Dezhou, Shandong, China, Asia",Venture Round - Qihe Meidong Agricultural Technology,https://www.crunchbase.com/funding_round/qihe-meidong-agricultural-technology-series-unknown--3bb8aa0c,2,"Jinan Hetai Gongyi Investment Partnership, Jinan Hetai Industrial Investment Partnership",,,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.meidongjituan.com/,,,,"69,172",
2023-05-22,Juno capital is a low-carbon service operator.,Juno capital,https://www.crunchbase.com/organization/juno-capital-e126,"Advanced Materials, Environmental Engineering, SaaS","Changyang, Beijing, China, Asia",Series A - Juno capital,https://www.crunchbase.com/funding_round/juno-capital-e126-series-a--336d8360,1,Fresh Capital,Early Stage Venture,Fresh Capital,Series A,1,,,,,,,,,,Yes,,http://www.junocapital.com.cn/,,Early Stage Venture,,"69,368",
2023-08-08,Taiyi Chuanxin is a technical service provider in the field of smart civil aviation construction.,Taiyi Chuanxin,https://www.crunchbase.com/organization/taiyi-chuanxin,"Aerospace, Construction, Information Technology, Service Industry","Shenzhen, Guangdong, China, Asia",Seed Round - Taiyi Chuanxin,https://www.crunchbase.com/funding_round/taiyi-chuanxin-seed--13b4e6a9,2,"Jorde Investment, Tianbo cultural group",Seed,"Jorde Investment, Tianbo cultural group",Seed,1,,,,,,,,,,Yes,,http://www.taiyichuanxin.com/,,Seed,,"69,538",
2023-07-20,Gaowei Medicine provides new drug solutions for major intractable diseases such as cancer and neurodegenerative diseases.,Gaowei Medicine,https://www.crunchbase.com/organization/gaowei-medicine,"Biotechnology, Health Care, Pharmaceutical","Hangzhou, Zhejiang, China, Asia",Angel Round - Gaowei Medicine,https://www.crunchbase.com/funding_round/gaowei-medicine-angel--ced31ead,2,"Betta Pharmaceuticals, West Lake Innovation Investment",Seed,"Betta Pharmaceuticals, West Lake Innovation Investment",Angel,1,,,,,,,,,,Yes,,,,Seed,,"69,677",
2023-07-18,Banana Hotel provides a unique stay experience and high-quality services.,Banana Hotel,https://www.crunchbase.com/organization/banana-hotel,"Hotel, Service Industry","Shenzhen, Guangdong, China, Asia",Seed Round - Banana Hotel,https://www.crunchbase.com/funding_round/banana-hotel-seed--4ec73c93,2,"Black Hole Optoelectronics, The order is coming",Seed,"Black Hole Optoelectronics, The order is coming",Seed,1,,,,,,,,,,Yes,,,,Seed,,"69,703",
2023-08-28,"HC Scientific is a high-tech enterprise integrating research, development, production and sales of a new biomedical system",HC Scientific,https://www.crunchbase.com/organization/hc-scientific,"Biotechnology, Fitness, Health Care, Wellness","Chengdu Shi, Sichuan, China, Asia",Series B - HC Scientific,https://www.crunchbase.com/funding_round/hc-scientific-series-b--aada3939,9,"Chengdu Kanghua Biological Products, Dalton Venture, Eightfold Venture Partners, Guosheng Capital, Guotai Junan Securities, Lake Bleu Capital, Legend Capital, LYFE Capital, Qingchi Capital",Early Stage Venture,"Guotai Junan Securities, Lake Bleu Capital",Series B,3,300000000,CNY,41151699,,,,75061451,USD,75061451,Yes,,http://www.hcsci.com/,,Early Stage Venture,,"69,664",
2023-06-30,Starlight Microgrid is a supplier of industrial and commercial energy storage systems,Starlight Microgrid,https://www.crunchbase.com/organization/starlight-microgrid,"Energy, Energy Storage","Haidian, Beijing, China, Asia",Angel Round - Starlight Microgrid,https://www.crunchbase.com/funding_round/starlight-microgrid-angel--b5b770ff,2,"Great Power, Hillhouse Ventures",Seed,"Great Power, Hillhouse Ventures",Angel,1,100000000,CNY,13786068,,,,100000000,CNY,13786068,Yes,,,,Seed,,"69,698",
2023-06-28,BayOmics is a research and development high-tech company focusing on proteomics.,BayOmics,https://www.crunchbase.com/organization/bayomics,"Biopharma, Biotechnology, Pharmaceutical","Shenzhen, Guangdong, China, Asia",Seed Round - BayOmics,https://www.crunchbase.com/funding_round/bayomics-seed--89cc678e,3,"CICC, GL Ventures LLC, Qiming Venture Partners",Seed,Qiming Venture Partners,Seed,2,,,,,,,,,,Yes,,http://www.bayomics.com/,,Seed,1,"69,841",
2023-07-27,Aimiyoo is a beverage company that specializes in a wide variety of milk teas including classic and lemon flavors.,Aimiyoo,https://www.crunchbase.com/organization/aimiyoo,"Food and Beverage, Food Processing, Tea","Wuxi Shi, Jiangsu, China, Asia",Series A - Aimiyoo,https://www.crunchbase.com/funding_round/aimiyoo-series-a--b54630da,1,Jianyuan Construction,Early Stage Venture,Jianyuan Construction,Series A,1,,,,,,,,,,Yes,,https://www.aimiyoo.com ,,Early Stage Venture,,"70,073",
2023-09-06,Jing Cui Xiang is a food catering company that offers a wide variety of roasted duck products.,Jing Cui Xiang,https://www.crunchbase.com/organization/jing-cui-xiang,"Catering, Food and Beverage, Food Processing, Retail","Baoshan, Shanghai, China, Asia",Corporate Round - Jing Cui Xiang,https://www.crunchbase.com/funding_round/jing-cui-xiang-corporate-round--c2e5495d,1,Ziyan Foods,,Ziyan Foods,Corporate Round,1,,,,,,,,,,Yes,,http://www.jingcuixiang.com/,,,,"69,970",
2023-07-18,Shenzhen Regeneration is a biomedical enterprise that focus on research and development of innovative and precision medicine.,Shenzhen Regeneration,https://www.crunchbase.com/organization/shenzhen-regeneration,"Biotechnology, Medical, Pharmaceutical, Precision Medicine","Dongguan, Hebei, China, Asia",Corporate Round - Shenzhen Regeneration,https://www.crunchbase.com/funding_round/shenzhen-regeneration-corporate-round--b8559a29,1,Liwei Pharmaceutials,,Liwei Pharmaceutials,Corporate Round,1,,,,,,,,,,Yes,,http://www.newstemcell.cn/,,,,"70,027",
2023-08-07,Taiyi Liangfang is a retail service provider of traditional Chinese medicine health.,Taiyi Liangfang,https://www.crunchbase.com/organization/taiyi-liangfang,"Health Care, Medical, Retail","Fengtai, Beijing, China, Asia",Angel Round - Taiyi Liangfang,https://www.crunchbase.com/funding_round/taiyi-liangfang-angel--0ae64f0a,1,Chunfeng Pharmaceutical,Seed,Chunfeng Pharmaceutical,Angel,1,,,,,,,,,,Yes,,,,Seed,,"70,050",
2023-09-05,CarPro is an automotive head-up display system developer company.,CarPro,https://www.crunchbase.com/organization/carpro,"Automotive, Hardware","Shenzhen, Guangdong, China, Asia",Series A - CarPro,https://www.crunchbase.com/funding_round/carpro-series-a--588e0e8e,1,Fresh Capital,Early Stage Venture,Fresh Capital,Series A,2,,,,,,,3000000,CNY,463739,Yes,,http://www.carpro.cn/,,Early Stage Venture,,"70,911",
2023-09-08,Kaiwang Data is a one-stop shop for data solutions.,Kaiwang Data,https://www.crunchbase.com/organization/kaiwang-data,"Automotive, Data Collection and Labeling, Information Services","Haidian, Beijing, China, Asia",Seed Round - Kaiwang Data,https://www.crunchbase.com/funding_round/kaiwang-data-seed--960a7220,2,"Asia Capital Investment, Qingzhi Capital",Seed,Asia Capital Investment,Seed,3,,,,,,,,,,Yes,,https://konvery.com/,,Seed,,"71,187",
2023-07-31,Lance Technology is a national high-tech enterprise focusing on laser gas sensing technology.,Lance Technology,https://www.crunchbase.com/organization/lance-technology,"Advanced Materials, Laser, Sensor","Shenzhen, Guangdong, China, Asia",Seed Round - Lance Technology,https://www.crunchbase.com/funding_round/lance-technology-seed--4ad47af7,2,"Junsan Capital, Zhongqi Capital",Seed,Zhongqi Capital,Seed,3,,,,,,,,,,Yes,,http://www.lasensetech.com/,Less than $1M,Seed,1,"70,914",
2023-09-04,"Li Zhao Technology is committed to the R&D, production, and sale of essential parts for plasma processing machinery.",Li Zhao Technology,https://www.crunchbase.com/organization/li-zhao-technology,"Advanced Materials, Manufacturing, Semiconductor","Shanghai, Shanghai, China, Asia",Seed Round - Li Zhao Technology,https://www.crunchbase.com/funding_round/li-zhao-technology-seed--1715004d,3,"Monolith Capital, Semiconductor Manufacturing International, Shanghai Lingang Innovation Center",Seed,Semiconductor Manufacturing International,Seed,1,,,,,,,,,,Yes,,,,Seed,,"70,954",
2023-08-07,"Leadopharma engages in the research and development of drugs targeting pain, epilepsy, depression, and neurodegenerative diseases.",Leadopharma,https://www.crunchbase.com/organization/leadopharma,"Biotechnology, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",Series A - Leadopharma,https://www.crunchbase.com/funding_round/leadopharma-series-a--6984dff8,4,"Hongfeng Investment Management, Hongke Baishi, Shanghai Biomedical Industrial Equity Investment Fund, Zhangke Lingyi Investment",Early Stage Venture,Shanghai Biomedical Industrial Equity Investment Fund,Series A,5,,,,,,,,,,Yes,,http://www.leado-pharma.com,,Early Stage Venture,4,"70,957",
2023-09-05,GeneRulor is a biomedical company that offers molecular diagnostics and gene editing technology services for viral and tumor diseases.,GeneRulor,https://www.crunchbase.com/organization/generulor,"Biotechnology, Clinical Trials, Genetics","Zhuhai, Guangdong, China, Asia",Series A - GeneRulor,https://www.crunchbase.com/funding_round/generulor-series-a--c1cb7609,4,"Guangdong Technology Financial Group, Huanuo Venture Capital, Kaide Innovation and Venture Capital Management, Shaanxi Investment Capital",Early Stage Venture,Shaanxi Investment Capital,Series A,1,,,,,,,,,,Yes,,http://www.generulor.com,,Early Stage Venture,4,"71,063",
2023-08-31,Powertight is a cutting-edge biopharmaceutical company.,Powertight,https://www.crunchbase.com/organization/powertight,"Biopharma, Medical, Medical Device","Hangzhou, Zhejiang, China, Asia",Seed Round - Powertight,https://www.crunchbase.com/funding_round/powertight-seed--bcde779d,3,"Goldport Capital, Tsinghua Tongfang, ZSVC",Seed,Tsinghua Tongfang,Seed,1,,,,,,,,,,Yes,,http://powertight.com.cn,,Seed,,"71,129",
2023-08-23,"Furbulous is an e-commerce platform that offers pet supplies including cat litter boxes, pet feeders, and cleaning products.",Furbulous,https://www.crunchbase.com/organization/furbulous,"Animal Feed, E-Commerce, Pet, Shopping","Changning, Shanghai, China, Asia",Angel Round - Furbulous,https://www.crunchbase.com/funding_round/furbulous-angel--2ecb482a,3,"Jinwin Investment, Ruihe Capital, Shanghai Angel Capital Guiding Fund",Seed,Ruihe Capital,Angel,3,,,,,,,19872356,TWD,640042,Yes,,https://www.furbulouspet.com/,,Seed,,"71,073",
2023-08-16,Protoga is a biotech firm that focused on the development of innovative microalgae biosynthesis technology.,Protoga,https://www.crunchbase.com/organization/yuan-yu-bio,Biotechnology,"Shenzhen, Guangdong, China, Asia",Series A - Protoga,https://www.crunchbase.com/funding_round/yuan-yu-bio-series-a--12a88af1,3,"Hengxu Capital, Houshi Investment, Yazhouwan Venture Capital",Early Stage Venture,Hengxu Capital,Series A,2,100000000,CNY,13702196,,,,15302196,USD,15302196,Yes,,https://www.protogabio.com,,Early Stage Venture,2,"71,247",
2023-06-20,"AroundDeal: Global B2B Database, Sales & Marketing Intelligence Platform",AroundDeal,https://www.crunchbase.com/organization/arounddeal,"Database, Information Technology, Lead Generation, Marketing, SaaS","Shanghai, Shanghai, China, Asia",Seed Round - AroundDeal,https://www.crunchbase.com/funding_round/arounddeal-seed--1e4085d2,1,Chengwei Capital,Seed,Chengwei Capital,Seed,1,,,,,,,,,,Yes,,https://www.arounddeal.com,$1M to $10M,Seed,1,"71,324",
2023-09-01,"Benrong Technology is a global provider of UPS energy storage power, outdoor emergency power, and portable mobile power supply.",Benrong Technology,https://www.crunchbase.com/organization/benrong-technology,"Energy, Manufacturing, Supply Chain Management","Shenzhen, Guangdong, China, Asia",Angel Round - Benrong Technology,https://www.crunchbase.com/funding_round/benrong-technology-angel--59797c6b,1,Dexun Electronics,Seed,Dexun Electronics,Angel,1,30000000,CNY,4131549,280000000,CNY,38561119,30000000,CNY,4131549,Yes,,http://szbenrong.com,,Seed,,"71,443",
2023-05-15,Bio-Engine is a biotechnology company that develops a bio-technical platform to research and develop animal cells.,Bio-Engine,https://www.crunchbase.com/organization/bio-engine,"Biopharma, Biotechnology, Manufacturing","Shanghai, Shanghai, China, Asia",Series C - Bio-Engine,https://www.crunchbase.com/funding_round/bio-engine-series-c--21521557,9,"Huimei Capital, Jianfa Xinxing Investment, Legend Capital, Ningbo Leo Capital, NRL Capital, Qingsong Capital, Qingsong Fund, RiverHead Capital, Yipu Capital",Late Stage Venture,NRL Capital,Series C,4,300000000,CNY,43149325,,,,300000000,CNY,43149325,Yes,,http://www.bio-engine.com.cn,,Late Stage Venture,1,"71,961",
2023-05-29,Jinxin Xinneng is a high-tech firm in the field of new energy batteries.,Jinxin Xinneng,https://www.crunchbase.com/organization/jinxin-xinneng,"Battery, Manufacturing","Kunshan, Anhui, China, Asia",Angel Round - Jinxin Xinneng,https://www.crunchbase.com/funding_round/jinxin-xinneng-angel--e7881a5b,1,Kshuyu,Seed,Kshuyu,Angel,1,,,,,,,,,,Yes,,http://www.zgjinxin.cn/,,Seed,,"72,044",
2023-06-09,Xinsiyuan Technology is an analog and mixed-signal chip design and development company.,Xinsiyuan Technology,https://www.crunchbase.com/organization/xinsiyuan-technology,"Electronics, Semiconductor","Chengdu, Sichuan, China, Asia",Venture Round - Xinsiyuan Technology,https://www.crunchbase.com/funding_round/xinsiyuan-technology-series-unknown--0f6d8490,2,"Chengdu Jingying Hangyuan Industrial Fund., Shenzhen Sunlord Electronics",,Shenzhen Sunlord Electronics,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,,"72,244",
2023-08-22,Bianmin Mind is a provider of mental health services and products.,Bianmin Mind,https://www.crunchbase.com/organization/bianmin-mind,"Health Care, Medical Device, Mental Health, Personal Health","Shenzhen, Guangdong, China, Asia",Angel Round - Bianmin Mind,https://www.crunchbase.com/funding_round/bianmin-mind-angel--7ae7b780,1,Zhongke Angel Investment Fund,Seed,Zhongke Angel Investment Fund,Angel,1,,,,,,,,,,Yes,,,,Seed,1,"72,248",
2023-08-10,Sondit specializes in civilian radar system R&D and manufacture.,Sondit,https://www.crunchbase.com/organization/sondit,"Manufacturing, Transportation","Xian Shi, Shaanxi, China, Asia",Series A - Sondit,https://www.crunchbase.com/funding_round/sondit-series-a--ff069c22,1,Baidu Ventures,Early Stage Venture,Baidu Ventures,Series A,1,,,,,,,,,,Yes,,http://www.sondit.net/,,Early Stage Venture,2,"72,300",
2023-06-12,Shenzhen X-Way Medical Technology is a provider of medical devices consumables and equipment services.,Shenzhen X-Way Medical Technology,https://www.crunchbase.com/organization/huanying-medical,"Health Care, Manufacturing, Medical","Shenzhen, Guangdong, China, Asia",Seed Round - Shenzhen X-Way Medical Technology,https://www.crunchbase.com/funding_round/huanying-medical-seed--747bc021,2,"Co-Stone Venture Capital, Shanghai Kechuang Jijin",Seed,Shanghai Kechuang Jijin,Seed,1,,,,,,,,,,Yes,,http://www.x-waymedical.com,,Seed,2,"72,301",
2023-07-13,Aerotech specialized manufacturer of R&D and production of gas pipe valves.,Aerotech,https://www.crunchbase.com/organization/aerotech-388e,"Manufacturing, Semiconductor","Beijing, Beijing, China, Asia",Venture Round - Aerotech,https://www.crunchbase.com/funding_round/aerotech-388e-series-unknown--d82fa098,4,"China Electronics Research Fund, Pilot Holdings, Will Semiconductor, Xinchao Group",,China Electronics Research Fund,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.aero-tech.com.cn/,,,,"72,259",
2023-06-20,Youyu Prefabricated Vegetables is a food manufacturing company that produces and markets prefabricated and frozen dishes.,Youyu Prefabricated Vegetables,https://www.crunchbase.com/organization/youyu-prefabricated-vegetables,"Food and Beverage, Food Delivery, Food Processing, Manufacturing","Fuhou, Fujian, China, Asia",Seed Round - Youyu Prefabricated Vegetables,https://www.crunchbase.com/funding_round/youyu-prefabricated-vegetables-seed--4f0b8cd9,2,"Everstate Capital, Tianshi Innovation Capital",Seed,Tianshi Innovation Capital,Seed,1,35000000,CNY,4873430,,,,35000000,CNY,4873430,Yes,,,,Seed,1,"72,319",
2023-08-15,Guoxing Aerospace is a commercial satellite R&D operations and data service provider of low cost satellite and communication technology.,Guoxing Aerospace,https://www.crunchbase.com/organization/guoxing-aerospace,"Aerospace, Commercial, Satellite Communication","Chengdu, Sichuan, China, Asia",Series C - Guoxing Aerospace,https://www.crunchbase.com/funding_round/guoxing-aerospace-series-c--dbe58013,6,"Chengdu High-tech Ceyuan Capital, Hongtai Capital Holdings, Jiaxing Jiaxiu Development Investment Holding, Qingdao Haifa Group, Taishan Urban Construction Group, Wuhu Industrial Investment",Late Stage Venture,Hongtai Capital Holdings,Series C,5,500000000,CNY,68657741,,,,1115000000,CNY,161561202,Yes,,https://www.adaspace.com,$1M to $10M,Late Stage Venture,,"72,268",
2023-08-30,Fumeile is a manufacturer of high-end medical aesthetic equipment.,Fumeile,https://www.crunchbase.com/organization/fumeile,"Health Care, Medical, Medical Device","Suzhou, Jiangsu, China, Asia",Seed Round - Fumeile,https://www.crunchbase.com/funding_round/fumeile-seed--0340720c,2,"SEE Fund, woyong fund",Seed,SEE Fund,Seed,1,,,,,,,,,,Yes,,,,Seed,,"72,270",
2023-08-21,Denim Customization is a chain brand that offers Handmade suit customization.,Denim Customization,https://www.crunchbase.com/organization/denim-customization,"Fashion, Retail","Changshan, Hunan, China, Asia",Venture Round - Denim Customization,https://www.crunchbase.com/funding_round/denim-customization-series-unknown--db8bd1d0,1,Z&Y Capital,,Z&Y Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,,,,1,"72,309",
2023-07-03,"Lyncon specializes in production, sales and technical services of airborne equipment, simulation test equipment services.",Lyncon,https://www.crunchbase.com/organization/lyncon,"Aerospace, Industrial Automation, Manufacturing, Simulation","Xian Shi, Shaanxi, China, Asia",Series D - Lyncon,https://www.crunchbase.com/funding_round/lyncon-series-d--1858119e,1,Sunrise AXA Capital,Late Stage Venture,Sunrise AXA Capital,Series D,3,,,,,,,13000000,CNY,2043177,Yes,,http://www.lyncon.cn,,Late Stage Venture,,"72,326",
2023-08-08,Countable Intelligence is a innovative firm that focuses on the full-process analysis of video data using edge computing and AI technology.,Countable Intelligence,https://www.crunchbase.com/organization/countable-intelligence,"Artificial Intelligence (AI), Video, Video Editing","Shenzhen, Guangdong, China, Asia",Angel Round - Countable Intelligence,https://www.crunchbase.com/funding_round/countable-intelligence-angel--053b04e1,1,Shiguwen Venture Capital,Seed,Shiguwen Venture Capital,Angel,1,,,,,,,,,,Yes,,http://www.szkeshu.com/,,Seed,,"72,359",
2023-06-23,KangaBio is a biotech business specializing in developing novel medicines to meet unmet medical needs.,KangaBio,https://www.crunchbase.com/organization/kangabio,"Health Care, Medical, Pharmaceutical","Shanghai, Shanghai, China, Asia",Seed Round - KangaBio,https://www.crunchbase.com/funding_round/kangabio-seed--f3c22b46,4,"Dingfu Investment, TaiKun Fund, Tao Capital, Teda Venture Capital",Seed,Tao Capital,Seed,1,100000000,CNY,13927771,,,,100000000,CNY,13927771,Yes,,https://www.kangabio.com/,,Seed,,"72,410",
2023-06-16,Yunhui Creativity is an insurance technology platform.,Yunhui Creativity,https://www.crunchbase.com/organization/yunhui-creativity,"Health Insurance, Insurance, InsurTech","Beijing, Beijing, China, Asia",Seed Round - Yunhui Creativity,https://www.crunchbase.com/funding_round/yunhui-creativity-seed--0d12229f,1,Yuanqi Capital,Seed,Yuanqi Capital,Seed,1,,,,,,,,,,Yes,,,,Seed,,"72,623",
2023-07-28,Yidian knowledge is a new generation of enterprise learning platform.,Yidian knowledge,https://www.crunchbase.com/organization/yiandian-knowledge,"Artificial Intelligence (AI), Information Services, Information Technology","Chaoyang, Liaoning, China, Asia",Seed Round - Yidian knowledge,https://www.crunchbase.com/funding_round/yiandian-knowledge-seed--25bc119c,2,"Xu Zhoujin, Zhencheng Capital",Seed,Zhencheng Capital,Seed,1,,,,,,,,,,Yes,,https://www.yidianzhishi.com/,,Seed,1,"73,440",
2023-06-07,"Wisdom Youshi specialises in the charging, battery replacement, and distributed energy storage of new energy-heavy vehicles.",Smart vision,https://www.crunchbase.com/organization/smart-vision-00fa,"Automotive, Battery","Taizhou, Jiangsu, China, Asia",Seed Round - Smart vision,https://www.crunchbase.com/funding_round/smart-vision-00fa-seed--30490d38,1,Asset Management Association of China,Seed,Asset Management Association of China,Seed,1,15000000,CNY,2103846,,,,15000000,CNY,2103846,Yes,,http://www.metiot.com/,,Seed,,"73,464",
2023-06-16,Tycoside is a research and development and manufacturing firm with a focus on offering core electronic components.,Tycoside,https://www.crunchbase.com/organization/tycoside,"Electronics, Manufacturing","Hunan, Fujian, China, Asia",Venture Round - Tycoside,https://www.crunchbase.com/funding_round/tycoside-series-unknown--37ff3c84,2,"Beishen Capital, Xiyang Capital",,Xiyang Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.techseed.com.cn,,,1,"73,468",
2023-08-21,31huiyi is a SasS platform like Cvent + Marketo.,31huiyi,https://www.crunchbase.com/organization/31huiyi,"Enterprise Software, Event Management, Internet, iOS, Software","Pudong, Shandong, China, Asia",Series B - 31huiyi,https://www.crunchbase.com/funding_round/31huiyi-series-b--9754494a,1,Ruixin Investment,Early Stage Venture,Ruixin Investment,Series B,2,,,,,,,5830000,USD,5830000,Yes,,http://www.31huiyi.com,,Early Stage Venture,,"73,480",
2023-07-13,"Xidian specializes in the design and manufacture, customers' power products-laminated busbars, and technical solutions.",Xidian New Energy Electric,https://www.crunchbase.com/organization/xidian-new-energy-electric,"Energy, Manufacturing, Solar","Suzhou, Jiangsu, China, Asia",Venture Round - Xidian New Energy Electric,https://www.crunchbase.com/funding_round/xidian-new-energy-electric-series-unknown--db12a930,1,CD Capital,,CD Capital,Venture - Series Unknown,1,,,,,,,,,,Yes,,http://www.wdint.cn/,,,,"73,503",
2023-06-25,Zhongjing Medicine is a provider of precision diagnosis and treatment solutions for urological tumors.,Zhongjing Medicine,https://www.crunchbase.com/organization/zhongjing-medicine,"Health Care, Medical","Qingdao Shi, Shandong, China, Asia",Seed Round - Zhongjing Medicine,https://www.crunchbase.com/funding_round/zhongjing-medicine-seed--6a1d601e,2,"Beijing Fanzhi Medical, Shanghai Yunze Jinwo",Seed,Shanghai Yunze Jinwo,Seed,1,,,,,,,,,,Yes,,,,Seed,,"73,470",
2023-07-10,Weixin Medical is an innovative medical device platform for women's health.,Weixin Medical,https://www.crunchbase.com/organization/weixin-medical,"Health Care, Medical","Hangzhou, Zhejiang, China, Asia",Series A - Weixin Medical,https://www.crunchbase.com/funding_round/weixin-medical-series-a--04a85e6a,2,"Jinding Capital, Taiyu Investment",Early Stage Venture,Jinding Capital,Series A,1,,,,,,,,,,Yes,,,,Early Stage Venture,2,"73,516",
2023-06-26,Feimi specializes in the design and manufacture of energy electric vehicles.,Feimi,https://www.crunchbase.com/organization/feimi-607f,"Electric Vehicle, Energy, Manufacturing","Feng, Shaanxi, China, Asia",Series A - Feimi,https://www.crunchbase.com/funding_round/feimi-607f-series-a--a7ab6556,1,Qingshi Capital,Early Stage Venture,Qingshi Capital,Series A,1,,,,,,,,,,Yes,,http://www.femicy.com/,,Early Stage Venture,,"73,527",
2023-08-18,"Xinhua Mobile provides dispatch, content creation, mobile publishing, new media management, and front-end application development.",Xinhua Mobile,https://www.crunchbase.com/organization/xinhua-mobile,"Information Services, Information Technology, Publishing","Hangzhou, Zhejiang, China, Asia",Series A - Xinhua Mobile,https://www.crunchbase.com/funding_round/xinhua-mobile-series-a--7133867e,1,Ucap Cloud,Early Stage Venture,Ucap Cloud,Series A,1,,,,,,,,,,Yes,,https://www.xinhuamm.net/,,Early Stage Venture,,"73,646",
2023-07-14,"Ruishen Technology specializes in the research and development, manufacturing, sales, and technical support of lithium battery systems.",Racern,https://www.crunchbase.com/organization/racern,"Battery, Manufacturing","Shezhen, Anhui, China, Asia",Series A - Racern,https://www.crunchbase.com/funding_round/racern-series-a--dfd424c0,4,"Qianhai CSSC Smart Ocean Fund, Shenzhen Small & Medium Enterprises Credit Financing Guarantee Group, SZHTI Group, Yuanzhi Hechuang Fund",Early Stage Venture,Qianhai CSSC Smart Ocean Fund,Series A,1,,,,,,,,,,Yes,,http://www.racern.com/,,Early Stage Venture,,"73,647",
